GENE_SYMBOL,Log_FoldChange,absLogFC,logCPM,PValue,FDR_adjusted_P.value
MCRIP2,-0.205,0.205,3.887,0.144202371,0.237385621
RHOBTB3,-0.205,0.205,4.061,0.160233765,0.2578506
HNRNPH1,-0.205,0.205,7.405,0.179494878,0.281907603
UGCG,0.205,0.205,5.903,0.190970985,0.29618807
FANCA,0.205,0.205,3.886,0.214856246,0.324680643
DNAJC19,-0.205,0.205,3.62,0.227872483,0.339964705
GLIDR,0.205,0.205,0.81,0.232227845,0.344861264
MED30,-0.205,0.205,2.63,0.236324529,0.349330395
PATZ1,-0.205,0.205,3.33,0.238106837,0.351290594
AIF1L,0.205,0.205,1.11,0.246718856,0.361252556
RPL13P5,0.205,0.205,0.655,0.27347166,0.391554178
ERGIC2,-0.205,0.205,4.521,0.276788833,0.395246932
SLC47A1,-0.205,0.205,0.394,0.338042749,0.461027014
LINC01704,0.205,0.205,-0.328,0.396883888,0.521267878
TP53I11,0.205,0.205,0.253,0.44862193,0.570811839
LOC105378721,-0.205,0.205,-0.957,0.6003084,0.708178775
MIR5581,-0.205,0.205,-3.014,0.689763905,0.783731622
LOC101929523,-0.205,0.205,-2.123,0.825622043,0.890300652
IL3,-0.205,0.205,-3.462,0.882103292,0.931052005
FAM168A,-0.204,0.204,5.144,0.043613696,0.090981195
METTL3,-0.204,0.204,5.285,0.062394027,0.121335505
C4orf3,-0.204,0.204,6.787,0.069670635,0.132765561
RTN4,-0.204,0.204,7.915,0.073564588,0.138461482
LAPTM4A,-0.204,0.204,5.942,0.080122486,0.148383282
TULP3,-0.204,0.204,3.988,0.08142802,0.150275004
AP1G1,0.204,0.204,6.398,0.084724719,0.155118304
C3orf67,-0.204,0.204,3.499,0.120148668,0.204984768
CEP170B,0.204,0.204,6.365,0.126807205,0.213943277
C16orf58,-0.204,0.204,5.184,0.135367089,0.225448098
ACD,-0.204,0.204,4.138,0.177227893,0.279126796
C8orf82,-0.204,0.204,3.428,0.193691968,0.299413229
CNTNAP3,-0.204,0.204,3.156,0.196984216,0.303281703
PRSS16,0.204,0.204,1.621,0.20465462,0.312490744
ZNF805,-0.204,0.204,2.415,0.214385702,0.324165593
MCOLN1,0.204,0.204,2.672,0.216348511,0.326299921
PPP2R5A,-0.204,0.204,4.425,0.229435587,0.341730032
YLPM1,0.204,0.204,4.315,0.236591637,0.34958738
USP53,-0.204,0.204,4.538,0.239325847,0.352700626
RABGGTA,-0.204,0.204,5.395,0.265619529,0.382233809
KMT5B,-0.204,0.204,3.944,0.282318335,0.401080343
PCYT1B,-0.204,0.204,1.848,0.28376015,0.402772516
ATP11B,-0.204,0.204,5.71,0.319736076,0.442777412
GPATCH2,-0.204,0.204,3.937,0.360727963,0.484485144
ZNF138,0.204,0.204,0.594,0.361671255,0.48551679
PANX2,0.204,0.204,0.924,0.400861038,0.525111618
SLC10A6,-0.204,0.204,0.706,0.402861475,0.527179445
ITGB2-AS1,0.204,0.204,-1.145,0.532886694,0.648497094
GPRASP1,0.204,0.204,-1.245,0.572531254,0.684820941
RGPD1,-0.204,0.204,0.197,0.643803139,0.745376034
DEPDC1-AS1,0.204,0.204,-2.368,0.670980772,0.768494731
ALOX12B,-0.204,0.204,-1.438,0.744380769,0.826877334
LOC101929541,0.204,0.204,-3.667,0.968383006,0.99292809
MIR26B,-0.204,0.204,-3.237,1,1
TMEM98,-0.203,0.203,5.174,0.05545679,0.110227476
BTBD6,-0.203,0.203,5.619,0.056601787,0.1121169
LOC101927151,0.203,0.203,2.693,0.079633198,0.147656802
PPP4C,-0.203,0.203,6.863,0.080861637,0.149456812
DPM2,0.203,0.203,4.385,0.085215166,0.155775317
TFG,-0.203,0.203,6.657,0.099365915,0.176256952
STON2,-0.203,0.203,6.502,0.125263599,0.211884551
CD276,-0.203,0.203,6.228,0.133604679,0.22309105
ZMYM4,0.203,0.203,5.533,0.163082618,0.261460315
IRF2BPL,0.203,0.203,4.273,0.174208797,0.275431061
HSBP1L1,-0.203,0.203,3.398,0.180539259,0.283152432
PHF7,-0.203,0.203,1.858,0.182840616,0.286023865
STRADB,-0.203,0.203,3.666,0.230279082,0.342691354
CA5B,0.203,0.203,2.21,0.231123096,0.343538242
PRR5,-0.203,0.203,3.472,0.240704654,0.354407507
CMC4,-0.203,0.203,2.16,0.248245363,0.362991464
COX20,-0.203,0.203,4.34,0.359172738,0.48267391
VANGL2,0.203,0.203,2.904,0.377153351,0.501000069
DNAJC22,0.203,0.203,-0.496,0.401282271,0.525571586
CIDEB,-0.203,0.203,-0.402,0.53983695,0.654979646
ZNF491,-0.203,0.203,-0.382,0.559868842,0.672823786
SNORD114-1,0.203,0.203,-3.027,0.799624207,0.870108741
LOC400541,-0.203,0.203,-3.506,1,1
LMAN2,-0.202,0.202,6.892,0.045945124,0.094920338
AP2B1,-0.202,0.202,8.467,0.051888237,0.104565258
NMT1,-0.202,0.202,7.254,0.052399798,0.105399415
CYB561,-0.202,0.202,4.679,0.052435297,0.105461388
TTI1,-0.202,0.202,4.951,0.064108098,0.124068089
USP43,0.202,0.202,4.163,0.131375092,0.220136226
CHAF1A,-0.202,0.202,4.277,0.132561678,0.221678607
AP1M1,-0.202,0.202,6.021,0.145856404,0.239442541
RNF145,-0.202,0.202,6.376,0.14705899,0.241099993
TTPAL,-0.202,0.202,5.778,0.175197424,0.276529154
ATP13A2,-0.202,0.202,6.676,0.19407155,0.299839079
SMARCE1,-0.202,0.202,6.258,0.194522742,0.300329868
ZNF140,-0.202,0.202,3.684,0.209122357,0.317852416
RAP1B,-0.202,0.202,7.074,0.231911379,0.344482284
C19orf44,0.202,0.202,1.835,0.281598118,0.400285581
C6orf226,0.202,0.202,0.536,0.311864482,0.434143463
CTSK,-0.202,0.202,0.793,0.338509583,0.461411887
ADPRH,-0.202,0.202,1.142,0.354845253,0.478172633
NUS1,0.202,0.202,5.155,0.358976853,0.482514623
TFB2M,-0.202,0.202,3.435,0.394934578,0.519162392
GTF2H2C,-0.202,0.202,2.02,0.399270616,0.523363524
ZNF628,-0.202,0.202,1.88,0.571514945,0.6838235
TMEM255A,0.202,0.202,-1.826,0.68440576,0.779346615
CMTM3,-0.201,0.201,4.571,0.065536444,0.126267406
PLPBP,0.201,0.201,5.208,0.076657049,0.143155958
CSNK2A1,-0.201,0.201,7.137,0.07728288,0.144037665
GEMIN7,-0.201,0.201,4.32,0.106635873,0.18656301
CLASP2,-0.201,0.201,5.665,0.122383914,0.207936168
GOLGA1,0.201,0.201,3.662,0.163111061,0.2614706
SPAG16,-0.201,0.201,2.936,0.169793887,0.27004696
SEMA3F,-0.201,0.201,6.778,0.181437077,0.284322632
TMED2,-0.201,0.201,8.012,0.196534039,0.302749374
SPSB2,-0.201,0.201,2.621,0.209669443,0.31851176
ZNF549,-0.201,0.201,3.029,0.211897183,0.321245042
ALCAM,-0.201,0.201,6.931,0.252002852,0.367577623
LOC642361,0.201,0.201,0.623,0.252108098,0.367629234
TOE1,-0.201,0.201,3.47,0.258329887,0.374619975
ATP6V0E2-AS1,-0.201,0.201,0.07,0.324418239,0.447602444
AMD1,-0.201,0.201,6.577,0.354427537,0.477838768
IBA57,-0.201,0.201,2.986,0.3553229,0.478701567
OTX1,0.201,0.201,0.839,0.408126913,0.532458847
LINC02361,0.201,0.201,-1.445,0.471475829,0.591996558
ASB2,-0.201,0.201,-0.509,0.642725965,0.744473809
SCN5A,0.201,0.201,-1.539,0.704603132,0.795578999
MUSTN1,0.201,0.201,-2.784,0.75791616,0.836952586
HOXA10,0.201,0.201,-3.05,0.763830856,0.841459745
GORASP1,-0.2,0.2,5.185,0.044822316,0.093048446
UNC13B,-0.2,0.2,5.521,0.054729074,0.109147573
GET4,-0.2,0.2,4.724,0.072441881,0.136817768
RSF1,0.2,0.2,4.253,0.098724784,0.175424068
TOR1B,0.2,0.2,4.386,0.098973886,0.175727869
FBXW8,-0.2,0.2,3.226,0.105324964,0.184830233
MSL1,0.2,0.2,5.213,0.105491522,0.185007043
TTC9C,-0.2,0.2,3.832,0.120961854,0.206111668
LRRC14,-0.2,0.2,4.051,0.130125171,0.218513912
IGHMBP2,0.2,0.2,3.654,0.200200278,0.307218712
ROBO1,-0.2,0.2,4.616,0.221322039,0.332108566
COQ3,-0.2,0.2,3.145,0.227076663,0.339047285
RHOT1,-0.2,0.2,4.457,0.227890627,0.339969224
RBM26-AS1,0.2,0.2,0.361,0.289546606,0.409487064
SLC20A1,-0.2,0.2,7.254,0.291022819,0.411109486
HSP90AA1,0.2,0.2,8.518,0.302730137,0.423841037
NAV2,-0.2,0.2,4.423,0.335140885,0.458077052
KLHL6,0.2,0.2,-0.458,0.398666985,0.522755077
EPHX1,0.2,0.2,2.315,0.421271872,0.544804907
KCNQ1,0.2,0.2,0.547,0.44595149,0.568355673
ESF1,0.2,0.2,2.619,0.459512244,0.581133362
HNMT,0.2,0.2,-0.807,0.488046353,0.606932473
LINC02096,-0.2,0.2,-3.003,0.636732032,0.739205991
PTGES3L-AARSD1,-0.2,0.2,-2.39,0.914421065,0.953071494
RNF10,-0.199,0.199,6.657,0.055020981,0.109574279
ELAVL1,-0.199,0.199,6.421,0.058675302,0.115300499
NR2C2,0.199,0.199,4.662,0.060831623,0.118893367
RPL32,-0.199,0.199,10.126,0.07447842,0.139935563
SLC35E2B,-0.199,0.199,4.615,0.086710586,0.157848037
TRMT44,0.199,0.199,3.458,0.090217778,0.163169689
CDK2,-0.199,0.199,5.421,0.092867159,0.167061357
NDUFB11,-0.199,0.199,6.051,0.097901703,0.174430062
GPN2,-0.199,0.199,5.145,0.101995373,0.180029818
TRMT1,-0.199,0.199,4.809,0.117654836,0.201822191
MYL12B,-0.199,0.199,9.215,0.125052758,0.211559732
TMCO1,-0.199,0.199,5.708,0.153443043,0.249061191
CDA,-0.199,0.199,4.283,0.168270547,0.267977516
EGFL7,-0.199,0.199,3.612,0.184708391,0.288304034
ARHGEF37,-0.199,0.199,3.679,0.222101126,0.333144283
INPP5F,-0.199,0.199,4.204,0.235004455,0.347996589
LOC101929680,0.199,0.199,1.714,0.25569121,0.371848357
GSTM2,0.199,0.199,1.687,0.255972843,0.372209799
SPIN3,-0.199,0.199,1.293,0.26964383,0.386960315
CDC42EP1,0.199,0.199,5.713,0.325493781,0.448728539
SERTAD4-AS1,0.199,0.199,-0.674,0.406480349,0.530895767
CCDC40,-0.199,0.199,0.717,0.421882111,0.545405934
TENM3,0.199,0.199,1.133,0.433548997,0.556744736
EMCN,-0.199,0.199,-0.904,0.478822061,0.599113585
SNORD6,-0.199,0.199,-0.974,0.505109884,0.622800678
SIX3,0.199,0.199,-3.173,0.816238677,0.882686199
IGSF1,0.199,0.199,-2.709,0.816556238,0.882979947
LOC102723809,0.199,0.199,-2.806,0.836737045,0.898195466
MFN2,-0.198,0.198,7.731,0.047602988,0.097672541
CERS2,-0.198,0.198,6.786,0.060070501,0.117579472
MINDY3,-0.198,0.198,4.671,0.093683972,0.168248156
NPLOC4,0.198,0.198,7.027,0.0950475,0.170180574
MT1L,-0.198,0.198,4.81,0.107636712,0.187975153
OSMR,0.198,0.198,6.275,0.128549452,0.216271545
MTA1,-0.198,0.198,5.603,0.155798611,0.252265665
YTHDC1,-0.198,0.198,3.819,0.19730662,0.303731469
ERBB2,-0.198,0.198,6.116,0.199876776,0.306868836
TATDN3,-0.198,0.198,3.102,0.233833715,0.346700616
RPP14,-0.198,0.198,4.339,0.242941515,0.357116565
GLI4,-0.198,0.198,2.392,0.251398264,0.36688707
EIF5,-0.198,0.198,7.157,0.292204139,0.412389753
SNRPD1,-0.198,0.198,5.544,0.301895858,0.423059868
EIF3J,0.198,0.198,5.016,0.32211507,0.445162037
GABPA,-0.198,0.198,4.038,0.323301691,0.44636886
ZNF12,0.198,0.198,3.374,0.326658986,0.449838603
PIM3,-0.198,0.198,4.332,0.347155188,0.470431045
JPH1,-0.198,0.198,1.666,0.365300661,0.488980686
SNORD94,0.198,0.198,-0.121,0.382051749,0.506165045
LOC100507373,0.198,0.198,0.369,0.383977309,0.508084342
C5orf34,-0.198,0.198,1.393,0.415509686,0.53918213
LINC01441,-0.198,0.198,-3.191,0.672880307,0.770160494
OR10AC1,0.198,0.198,-3.351,0.693276382,0.786382187
LOC100287704,-0.198,0.198,-3.858,1,1
USP39,-0.197,0.197,5.813,0.032985072,0.072232524
RYK,-0.197,0.197,5.818,0.082675299,0.152021977
LGALS3,-0.197,0.197,6.785,0.084700368,0.155086347
EIF4G1,-0.197,0.197,8.942,0.086554416,0.157672465
ALKBH3,-0.197,0.197,4.507,0.133304041,0.222671704
C19orf24,-0.197,0.197,4.251,0.147880687,0.242129462
MMP15,-0.197,0.197,3.206,0.162967329,0.261351955
GADD45A,-0.197,0.197,6.138,0.195166472,0.301158362
RPS6KA2,-0.197,0.197,4.312,0.202770192,0.310104519
THTPA,0.197,0.197,2.527,0.238589803,0.351859653
THAP9-AS1,0.197,0.197,3.794,0.246164329,0.360698898
FBXO41,0.197,0.197,2.423,0.260027552,0.376475038
FAM24B,-0.197,0.197,1.048,0.29205222,0.412201213
TDG,0.197,0.197,5.165,0.298788879,0.419786336
THOC1,-0.197,0.197,3.393,0.349007986,0.472287325
NR2F2-AS1,0.197,0.197,0,0.38761083,0.511568055
GALNT3,-0.197,0.197,5.86,0.390093018,0.51430083
LINC00882,-0.197,0.197,-0.188,0.575068106,0.686796147
EXTL3,-0.196,0.196,6.716,0.073642992,0.138560466
PRMT1,-0.196,0.196,7.627,0.081267879,0.150072013
BORCS8,0.196,0.196,3.7,0.098096497,0.174721762
ATP9A,-0.196,0.196,4.767,0.105240853,0.184711452
PARL,-0.196,0.196,5.134,0.112572895,0.194693544
WDR26,0.196,0.196,5.2,0.118398094,0.202834178
CCDC57,0.196,0.196,3.337,0.119941821,0.204745858
TTBK2,0.196,0.196,4.705,0.13232707,0.221434451
FPGS,-0.196,0.196,6.149,0.155313476,0.251534469
TAB1,-0.196,0.196,4.165,0.169688597,0.269898587
HMGN1,-0.196,0.196,7.372,0.174206657,0.275431061
GFOD1,0.196,0.196,4.712,0.200008312,0.307007914
PLXNB2,-0.196,0.196,7.168,0.240000178,0.353532254
SERAC1,-0.196,0.196,3.201,0.253197124,0.368838619
AP1S3,-0.196,0.196,4.184,0.261666583,0.378190771
GTF3C6,-0.196,0.196,4.727,0.262575441,0.379198885
GOLGA7B,0.196,0.196,0.981,0.276271761,0.394583722
MID2,0.196,0.196,3.77,0.29738349,0.418255969
LOC100132077,0.196,0.196,1.087,0.33059161,0.453647482
H1FX,-0.196,0.196,5.953,0.457874947,0.579842323
PARD6A,0.196,0.196,-0.934,0.501139213,0.618809947
NANOS3,0.196,0.196,-1.367,0.562664392,0.675605782
ATP2A1-AS1,-0.196,0.196,-0.842,0.569985127,0.682428696
MIR200C,-0.196,0.196,-2.162,0.727975077,0.813151343
UXT-AS1,-0.196,0.196,-1.177,0.748800956,0.830065604
ULK4P3,0.196,0.196,-3.354,0.832684231,0.895084432
RUNDC3B,-0.196,0.196,-2.181,0.851644318,0.908862402
RNF216-IT1,-0.196,0.196,-3.605,1,1
MRPL35,-0.195,0.195,5.251,0.058162249,0.114411868
ST7L,0.195,0.195,3.541,0.063267755,0.122716312
PRPF3,-0.195,0.195,5.265,0.086933697,0.158104912
MRPL20,-0.195,0.195,5.792,0.101157243,0.178743712
INTS7,-0.195,0.195,4.502,0.140051898,0.23179156
ZNF593,-0.195,0.195,4.617,0.149393905,0.244038616
FNIP1,-0.195,0.195,4.42,0.154395338,0.25031788
MRTO4,-0.195,0.195,5.971,0.158671995,0.255960016
NT5E,0.195,0.195,7.971,0.181964843,0.285030522
SEL1L,-0.195,0.195,5.717,0.223609519,0.334893148
MITD1,-0.195,0.195,3.285,0.234869177,0.347887885
MORN1,-0.195,0.195,1.802,0.249540468,0.364600766
LMF2,-0.195,0.195,4.682,0.249536301,0.364600766
ARHGAP25,-0.195,0.195,3.687,0.261412088,0.377944378
GRK4,-0.195,0.195,2.083,0.267678263,0.384679541
PID1,-0.195,0.195,2.169,0.304098305,0.425280052
ZNF20,-0.195,0.195,1.037,0.316054606,0.43887673
SYNCRIP,-0.195,0.195,6.942,0.330440092,0.453518339
SOCS7,0.195,0.195,0.128,0.337018381,0.460048396
FAM206A,0.195,0.195,3.035,0.343803077,0.466901269
MRPL42,-0.195,0.195,5.19,0.386912556,0.510976291
LOC100049716,-0.195,0.195,0.572,0.416141046,0.539638263
LINC02009,0.195,0.195,-0.715,0.504703858,0.622459789
GRB14,-0.195,0.195,0.515,0.509423084,0.62663079
EPB41L3,0.195,0.195,-0.662,0.569727296,0.682192629
COX7A2,-0.194,0.194,7.227,0.059315568,0.116334648
ZBTB4,-0.194,0.194,5.941,0.070644486,0.134121362
ACOT7,-0.194,0.194,7.063,0.086864548,0.158032412
MUS81,-0.194,0.194,4.775,0.116335192,0.200006307
SPATA5L1,0.194,0.194,3.597,0.123189831,0.209037019
RNF40,-0.194,0.194,6.729,0.12577494,0.212589611
SMURF1,0.194,0.194,6.72,0.131263857,0.219999007
VMA21,-0.194,0.194,5.508,0.16389801,0.262446673
QRSL1,0.194,0.194,4.151,0.1690113,0.268992511
EPS8L2,-0.194,0.194,6.473,0.187091669,0.291296264
TMEM68,-0.194,0.194,3.478,0.204447593,0.312287624
INCENP,-0.194,0.194,4.594,0.20647199,0.314525431
WDR18,-0.194,0.194,5.687,0.21915356,0.329624306
ARSA,-0.194,0.194,4.252,0.23913832,0.35249355
WHAMM,-0.194,0.194,3.17,0.239270417,0.352665152
DVL2,-0.194,0.194,4.743,0.245044907,0.359386415
EIF2A,-0.194,0.194,5.919,0.251773142,0.367290278
POT1,-0.194,0.194,3.834,0.281265608,0.400015051
FGFR4,0.194,0.194,0.892,0.327447422,0.450676014
RSL24D1,-0.194,0.194,6.213,0.329216951,0.452369523
GMFB,0.194,0.194,5.679,0.337560983,0.460579496
ADGRL1,0.194,0.194,2.424,0.349864411,0.473047811
TTC21B,-0.194,0.194,3.479,0.35302549,0.476350552
LINC01481,0.194,0.194,-0.624,0.392485172,0.516868963
KY,0.194,0.194,-2.053,0.682925778,0.778173495
LOC101928436,-0.194,0.194,-2.964,1,1
LOC101927793,-0.194,0.194,-2.867,1,1
CTNNA1,-0.193,0.193,9.059,0.033320304,0.07288618
ZNF783,-0.193,0.193,3.171,0.124698001,0.211054815
MID1,0.193,0.193,3.971,0.140068633,0.231802199
MYO10,0.193,0.193,7.254,0.150653364,0.245667763
C12orf66,-0.193,0.193,2.545,0.157139968,0.253889244
SEMA3C,-0.193,0.193,8.142,0.157279514,0.254018384
LRWD1,-0.193,0.193,4.407,0.161855909,0.259842915
ACAD10,-0.193,0.193,3.827,0.166506993,0.265691833
DENND4C,-0.193,0.193,5.277,0.186096185,0.290047495
FARSA,-0.193,0.193,6.482,0.200438746,0.307401448
FLOT2,-0.193,0.193,6.516,0.212495318,0.321934843
SDHAP2,0.193,0.193,1.431,0.22346336,0.334718826
INTU,-0.193,0.193,3.72,0.247362753,0.361983282
ECM1,-0.193,0.193,3.476,0.250354627,0.365624068
NPHP1,-0.193,0.193,2.274,0.250606718,0.365968466
FAM27C,-0.193,0.193,1.445,0.250759818,0.366168268
DNMT3B,-0.193,0.193,1.931,0.290204412,0.41026258
ZC2HC1A,-0.193,0.193,2.036,0.329127644,0.45230304
GXYLT2,-0.193,0.193,1.381,0.394123238,0.518398823
CRYBG3,-0.193,0.193,4.446,0.402657394,0.527004371
SLC9A5,-0.193,0.193,1.24,0.449342172,0.571446575
BMPER,0.193,0.193,-0.475,0.482534909,0.602284971
PIK3R2,-0.193,0.193,2.409,0.51695577,0.633782251
LOC105372273,0.193,0.193,-2.204,0.710194215,0.800204803
PSENEN,-0.192,0.192,5.278,0.071743679,0.135841301
MPDU1,-0.192,0.192,5.525,0.097073832,0.173188279
DOLK,-0.192,0.192,4,0.108562634,0.189212767
ZMYND19,-0.192,0.192,4.346,0.121534275,0.206847086
METTL22,-0.192,0.192,4.278,0.127294778,0.21461016
ZNF621,0.192,0.192,3.349,0.153285204,0.248966696
C11orf68,0.192,0.192,4.297,0.156705602,0.253387664
FANCI,-0.192,0.192,5.372,0.170032668,0.270331149
CKMT1B,-0.192,0.192,6.329,0.173185216,0.274296309
ZNF710,0.192,0.192,4.748,0.192347574,0.297768713
IDH3G,-0.192,0.192,5.432,0.199870235,0.306868836
CDC26,-0.192,0.192,4.422,0.209614927,0.318471963
GAB1,0.192,0.192,3.259,0.216575885,0.326555259
FBXO46,0.192,0.192,3.032,0.228381123,0.34056319
COA6,-0.192,0.192,4.043,0.230398269,0.342778021
SPIN4,0.192,0.192,2.025,0.249589726,0.364649049
G0S2,0.192,0.192,7.183,0.283309161,0.402284699
SUMO1,-0.192,0.192,5.989,0.311190314,0.433419565
ZNF668,-0.192,0.192,3.762,0.321210556,0.44429419
RAD50,-0.192,0.192,4.329,0.33514654,0.458077052
LOC101929704,0.192,0.192,-1.294,0.466242481,0.58713772
SNORA50C,0.192,0.192,-1.271,0.657641792,0.757537601
KCNRG,0.192,0.192,-1.617,0.675338856,0.772227837
DENND5B-AS1,0.192,0.192,-2.077,0.711832561,0.80160907
C1QL1,-0.192,0.192,-2.085,0.810037617,0.878111777
KLK12,0.192,0.192,-3.222,0.813210715,0.880547631
IL10RB,-0.191,0.191,4.554,0.101030707,0.178604312
SLC7A6OS,-0.191,0.191,4.654,0.110731651,0.192307643
ATP5I,-0.191,0.191,6.508,0.145648716,0.239206347
WDFY3,0.191,0.191,5.631,0.146637709,0.240514501
TOMM6,-0.191,0.191,6.225,0.156735645,0.253418023
TRMT12,-0.191,0.191,3.192,0.180476296,0.283093162
RAB2A,-0.191,0.191,6.421,0.203066167,0.31049383
R3HDM2,0.191,0.191,3.588,0.208794944,0.317397667
IL17RD,0.191,0.191,2.167,0.251485618,0.366942234
ZNF599,-0.191,0.191,1.406,0.256199361,0.3724746
LINC00857,0.191,0.191,1.649,0.268073594,0.38505085
FOXJ2,0.191,0.191,3.121,0.280073979,0.398792468
DIAPH2,-0.191,0.191,3.837,0.297060909,0.417889088
RAB27B,-0.191,0.191,4.703,0.32735727,0.450579507
EPM2AIP1,0.191,0.191,3.435,0.327981774,0.451190585
SLC25A46,-0.191,0.191,5.293,0.34314046,0.466254771
ZNF583,0.191,0.191,1.526,0.356363907,0.479730488
ABCG2,0.191,0.191,1.867,0.38801332,0.511889002
DOCK3,-0.191,0.191,1.047,0.411415788,0.535414217
NHS,0.191,0.191,2.727,0.429097776,0.552226766
ADAMTS7,0.191,0.191,1.409,0.446082436,0.568486301
FCRLA,-0.191,0.191,0.594,0.486980398,0.606218901
TSSK6,-0.191,0.191,-0.219,0.533982808,0.649453378
C16orf46,0.191,0.191,-1.119,0.574587119,0.686403946
ADAMTS9-AS2,0.191,0.191,-1.71,0.58720259,0.697179088
NAPSA,-0.191,0.191,-1.016,0.686560371,0.780930306
C8orf44-SGK3,-0.191,0.191,-0.498,0.76375684,0.841459745
TTTY16,-0.191,0.191,-2.031,0.859943436,0.914179842
VSIR,0.19,0.19,4.467,0.079216096,0.146995168
PCYT1A,-0.19,0.19,6.702,0.084781884,0.155176677
DYRK1A,0.19,0.19,5.08,0.107571967,0.187930121
MED22,-0.19,0.19,3.919,0.117025526,0.2009726
SGTA,0.19,0.19,6.181,0.118826692,0.20332065
RHOC,-0.19,0.19,9.499,0.158568572,0.255842836
SCAMP1,-0.19,0.19,5.559,0.166981513,0.266270697
TSPAN9,-0.19,0.19,3.872,0.174826535,0.276059984
GINM1,-0.19,0.19,4.955,0.188193802,0.292708318
ADORA2B,-0.19,0.19,4.792,0.190545743,0.295630465
TANGO2,-0.19,0.19,4.36,0.199609647,0.306521484
CMTM4,-0.19,0.19,4.772,0.225379309,0.336937948
RPL11,-0.19,0.19,9.383,0.229368775,0.341675772
FAM83H,-0.19,0.19,6.075,0.256248204,0.3724746
LZTS3,0.19,0.19,2.185,0.259398319,0.375830134
PSIP1,-0.19,0.19,3.597,0.267742802,0.384747706
ZNF407,0.19,0.19,3.344,0.275199754,0.39357747
SUZ12,0.19,0.19,4.242,0.345362475,0.468509818
CDH6,0.19,0.19,2.739,0.360761078,0.484489979
LINC00964,0.19,0.19,-0.215,0.367193429,0.49104671
UAP1,-0.19,0.19,6.82,0.37087374,0.494854974
POLR3G,-0.19,0.19,3.584,0.376827653,0.500744864
CD70,-0.19,0.19,-0.853,0.554696899,0.668358207
CRTC3-AS1,0.19,0.19,-1.883,0.601087574,0.708763392
SZRD1,0.189,0.189,6.789,0.058106179,0.114371592
ULBP2,-0.189,0.189,3.845,0.059720719,0.116966075
BLCAP,-0.189,0.189,6.447,0.063291839,0.122741855
ANKHD1,0.189,0.189,5.087,0.068345451,0.130705373
MRPS18A,-0.189,0.189,5.468,0.085739685,0.156548798
NSF,0.189,0.189,3.744,0.102265887,0.180447504
GOLGA2P7,-0.189,0.189,5.533,0.117560667,0.201706807
TDRD3,-0.189,0.189,3.572,0.117748579,0.201890612
SLC48A1,0.189,0.189,3.229,0.11775948,0.201893911
C19orf70,-0.189,0.189,5.553,0.117782364,0.201917754
ZNF264,0.189,0.189,4.747,0.135009972,0.224986611
DHPS,-0.189,0.189,5.186,0.157564086,0.254391746
ATRIP,-0.189,0.189,3.451,0.165802469,0.264841214
POGK,-0.189,0.189,5.742,0.177629584,0.279661529
NOP14-AS1,0.189,0.189,4.984,0.196339743,0.302574409
DMRTA2,-0.189,0.189,2.539,0.203886401,0.311663241
PRRC1,-0.189,0.189,5.509,0.240938712,0.354636053
FAM185A,-0.189,0.189,1.744,0.259567421,0.37597826
SERHL2,-0.189,0.189,1.536,0.260405287,0.376902885
TC2N,-0.189,0.189,3.593,0.290065225,0.410117365
MYL9,-0.189,0.189,3.333,0.316493367,0.439200939
HR,-0.189,0.189,3.423,0.332216336,0.455289413
PUM3,-0.189,0.189,4.871,0.399806653,0.523974551
M1AP,-0.189,0.189,0.815,0.426785016,0.549942628
URB1-AS1,-0.189,0.189,1.141,0.432934693,0.556209923
GLIS3,0.189,0.189,0.804,0.46075065,0.581982219
FAHD2CP,-0.189,0.189,0.375,0.4673326,0.587968265
SPATA25,0.189,0.189,-1.725,0.53474522,0.650204859
PHYHIP,-0.189,0.189,0.509,0.555181386,0.66883448
REP15,0.189,0.189,-1.23,0.619305606,0.724016924
TMIE,-0.189,0.189,-2.065,0.766923399,0.843750787
CRKL,-0.188,0.188,6.994,0.046362906,0.095555253
ELP6,-0.188,0.188,4.886,0.071969067,0.136222187
NECAP2,-0.188,0.188,6.716,0.08161497,0.150576975
TPD52L2,-0.188,0.188,7.56,0.090263907,0.163239993
PRKD3,0.188,0.188,5.131,0.107651963,0.187975153
GPBP1L1,-0.188,0.188,6.35,0.111501559,0.193256767
HEBP2,-0.188,0.188,6.629,0.140834999,0.23289911
ULK3,-0.188,0.188,3.561,0.162379084,0.260594389
LARGE2,0.188,0.188,5.379,0.166109591,0.265218778
ACYP2,-0.188,0.188,2.463,0.180653096,0.283271712
B4GALT4,0.188,0.188,4.175,0.181712006,0.284693957
PIGO,-0.188,0.188,4.527,0.188897712,0.293538546
LRP6,0.188,0.188,3.398,0.191242968,0.296556637
IL33,0.188,0.188,3.648,0.199603248,0.306521484
MINK1,0.188,0.188,6.907,0.264419364,0.380945448
WASF2,-0.188,0.188,6.75,0.265079381,0.381691673
EVA1C,-0.188,0.188,2.596,0.296530328,0.41729088
NUDT3,-0.188,0.188,5.729,0.353588257,0.476935957
KLHL21,0.188,0.188,6.556,0.367257544,0.49110325
SMCO3,-0.188,0.188,-2.058,0.767486903,0.844288145
NAV2-AS2,-0.188,0.188,-3.008,0.883903118,0.932449179
COA1,-0.187,0.187,5.049,0.08296213,0.152462147
