adj.P.Val,P.Value,t,B,logFC,adjLFC,GENE_SYMBOL,Gene.title
0.689,0.484,0.702,-6.626005,0.0268,0.0268,ALKBH4,"alkB homolog 4, lysine demethylase"
0.689,0.484,-0.701,-6.626191,-0.0252,0.0252,BLCAP,bladder cancer associated protein
0.689,0.485,-0.7,-6.626832,-0.0403,0.0403,CHTF8,chromosome transmission fidelity factor 8
0.689,0.484,-0.701,-6.626382,-0.027,0.027,CXADRP3,coxsackie virus and adenovirus receptor pseudogene 3
0.689,0.484,0.702,-6.625968,0.0436,0.0436,NAP1L5,nucleosome assembly protein 1 like 5
0.689,0.484,0.701,-6.626136,0.0363,0.0363,NPEPL1,aminopeptidase-like 1
0.689,0.484,-0.701,-6.626384,-0.0616,0.0616,S1PR5,sphingosine-1-phosphate receptor 5
0.689,0.484,-0.701,-6.626611,-0.0257,0.0257,SS18L2,SS18 like 2
0.689,0.484,0.701,-6.626469,0.0245,0.0245,VASP,vasodilator-stimulated phosphoprotein
0.69,0.485,0.699,-6.62756,0.021,0.021,ACBD3,acyl-CoA binding domain containing 3
0.69,0.486,0.698,-6.628347,0.0259,0.0259,ASXL2,"additional sex combs like 2, transcriptional regulator"
0.69,0.486,0.698,-6.628434,0.0729,0.0729,BRCA2,"BRCA2, DNA repair associated"
0.69,0.486,0.698,-6.628153,0.0549,0.0549,CARD10,caspase recruitment domain family member 10
0.69,0.486,0.698,-6.628578,0.0375,0.0375,LMAN2,"lectin, mannose binding 2"
0.69,0.486,0.698,-6.628467,0.0407,0.0407,MTFP1,mitochondrial fission process 1
0.69,0.485,-0.699,-6.627581,-0.07,0.07,OR6Y1,olfactory receptor family 6 subfamily Y member 1
0.69,0.485,0.702,-6.061583,0.172,0.172,PLA2G2D,phospholipase A2 group IID
0.69,0.486,0.698,-6.628375,0.054,0.054,SMAD9,SMAD family member 9
0.69,0.486,-0.698,-6.628259,-0.0684,0.0684,SSTR4,somatostatin receptor 4
0.69,0.485,0.7,-6.627338,0.027,0.027,TBC1D22A,TBC1 domain family member 22A
0.69,0.485,-0.699,-6.627553,-0.0504,0.0504,ZBED5,zinc finger BED-type containing 5
0.691,0.487,0.7,-6.063366,0.0884,0.0884,BOC,"BOC cell adhesion associated, oncogene regulated"
0.691,0.487,0.696,-6.629629,0.0762,0.0762,INSL5,insulin like 5
0.691,0.487,0.697,-6.629356,0.0514,0.0514,LOC105379252///FAM95B1,family with sequence similarity 95 member B1-like///family with sequence similarity 95 member B1
0.691,0.486,-0.697,-6.628875,-0.0565,0.0565,TAAR5,trace amine associated receptor 5
0.691,0.487,-0.696,-6.629666,-0.0516,0.0516,TMBIM4,transmembrane BAX inhibitor motif containing 4
0.692,0.487,-0.696,-6.630095,-0.0855,0.0855,ANO4,anoctamin 4
0.692,0.488,-0.694,-6.631155,-0.0401,0.0401,CORO2B,coronin 2B
0.692,0.488,-0.696,-6.630194,-0.0315,0.0315,EIF2S1,eukaryotic translation initiation factor 2 subunit alpha
0.692,0.487,0.696,-6.63005,0.0363,0.0363,KRT33A,keratin 33A
0.692,0.488,-0.695,-6.630248,-0.0542,0.0542,LINC00525,long intergenic non-protein coding RNA 525
0.692,0.487,-0.696,-6.630126,-0.0447,0.0447,LOC646513,VLGN1945
0.692,0.488,-0.695,-6.630449,-0.0281,0.0281,NR2F2-AS1,NR2F2 antisense RNA 1
0.692,0.488,-0.695,-6.630361,-0.0494,0.0494,OR5F1,olfactory receptor family 5 subfamily F member 1
0.692,0.488,0.695,-6.6308,0.056,0.056,PDCD1LG2,programmed cell death 1 ligand 2
0.692,0.488,-0.695,-6.63049,-0.0316,0.0316,SPG20,spastic paraplegia 20 (Troyer syndrome)
0.692,0.488,-0.695,-6.630667,-0.0282,0.0282,TMEM199,transmembrane protein 199
0.692,0.489,-0.694,-6.631296,-0.0221,0.0221,TTC19,tetratricopeptide repeat domain 19
0.692,0.488,-0.695,-6.630297,-0.0457,0.0457,ZNF234,zinc finger protein 234
0.692,0.488,0.694,-6.630995,0.0299,0.0299,ZNF555,zinc finger protein 555
0.693,0.489,-0.694,-6.631426,-0.0979,0.0979,AMER2,APC membrane recruitment protein 2
0.693,0.489,-0.693,-6.632026,-0.0586,0.0586,C16orf89,chromosome 16 open reading frame 89
0.693,0.489,-0.693,-6.631652,-0.0365,0.0365,GTF2E2,general transcription factor IIE subunit 2
0.693,0.49,-0.692,-6.632334,-0.0233,0.0233,HARS,histidyl-tRNA synthetase
0.693,0.489,0.693,-6.632046,0.0237,0.0237,HEXB,hexosaminidase subunit beta
0.693,0.49,-0.692,-6.632438,-0.077,0.077,HGF,hepatocyte growth factor
0.693,0.489,0.694,-6.446627,0.083,0.083,KIAA2022,KIAA2022
0.693,0.49,-0.692,-6.63258,-0.0662,0.0662,LTB,lymphotoxin beta
0.693,0.489,0.693,-6.631905,0.0363,0.0363,LYAR,Ly1 antibody reactive
0.693,0.49,-0.692,-6.6325,-0.0424,0.0424,PEAR1,platelet endothelial aggregation receptor 1
0.693,0.489,-0.694,-6.631517,-0.0224,0.0224,RPA1,replication protein A1
0.693,0.489,0.693,-6.632001,0.0285,0.0285,SFPQ,splicing factor proline and glutamine rich
0.694,0.49,0.691,-6.633136,0.0593,0.0593,ACRBP,acrosin binding protein
0.694,0.491,-0.69,-6.634015,-0.0222,0.0222,ADD3,adducin 3
0.694,0.491,-0.69,-6.634128,-0.0283,0.0283,AKAP11,A-kinase anchoring protein 11
0.694,0.491,0.691,-6.633471,0.0242,0.0242,AP2S1,adaptor related protein complex 2 sigma 1 subunit
0.694,0.491,0.69,-6.63408,0.0325,0.0325,CYB561D2,cytochrome b561 family member D2
0.694,0.491,-0.691,-6.404039,-0.121,0.121,ERVV-1,endogenous retrovirus group V member 1
0.694,0.491,-0.69,-6.633682,-0.0342,0.0342,FLAD1,flavin adenine dinucleotide synthetase 1
0.694,0.49,-0.692,-6.632929,-0.0636,0.0636,HEPH,hephaestin
0.694,0.49,-0.692,-6.63295,-0.021,0.021,KIF5B,kinesin family member 5B
0.694,0.491,-0.69,-6.633944,-0.0753,0.0753,KRT16P2,keratin 16 pseudogene 2
0.694,0.49,0.692,-6.632965,0.0502,0.0502,LOC105379239,uncharacterized LOC105379239
0.694,0.49,-0.691,-6.633378,-0.0598,0.0598,MMP28,matrix metallopeptidase 28
0.694,0.491,0.69,-6.633828,0.0727,0.0727,PLA2G5,phospholipase A2 group V
0.694,0.49,-0.691,-6.633327,-0.0397,0.0397,PPIB,peptidylprolyl isomerase B
0.694,0.491,-0.691,-6.63361,-0.066,0.066,PRB4,proline rich protein BstNI subfamily 4
0.694,0.49,-0.691,-6.633064,-0.031,0.031,RAP1A,"RAP1A, member of RAS oncogene family"
0.694,0.491,-0.69,-6.633695,-0.0395,0.0395,YARS,tyrosyl-tRNA synthetase
0.695,0.492,-0.688,-6.635073,-0.0582,0.0582,CNKSR2,connector enhancer of kinase suppressor of Ras 2
0.695,0.492,0.688,-6.635317,0.0362,0.0362,DRICH1,aspartate rich 1
0.695,0.492,-0.689,-6.634778,-0.052,0.052,ETNK2,ethanolamine kinase 2
0.695,0.492,-0.688,-6.635107,-0.07,0.07,FAM105A,family with sequence similarity 105 member A
0.695,0.492,-0.691,-6.069085,-0.126,0.126,FOXG1,forkhead box G1
0.695,0.492,-0.689,-6.63461,-0.0486,0.0486,GS1-124K5.11,RAB guanine nucleotide exchange factor 1 pseudogene
0.695,0.491,0.689,-6.634357,0.041,0.041,LEO1,"LEO1 homolog, Paf1/RNA polymerase II complex component"
0.695,0.492,-0.689,-6.405342,-0.0783,0.0783,LINC01206,long intergenic non-protein coding RNA 1206
0.695,0.492,-0.689,-6.634904,-0.0203,0.0203,NUP88,nucleoporin 88
0.695,0.491,0.689,-6.6344,0.0241,0.0241,OCIAD1,OCIA domain containing 1
0.695,0.492,-0.689,-6.634902,-0.037,0.037,PMS2P9,"PMS1 homolog 2, mismatch repair system component pseudogene 9"
0.695,0.492,0.689,-6.635023,0.0586,0.0586,SYT9,synaptotagmin 9
0.695,0.491,0.689,-6.63451,0.0313,0.0313,ZNF829,zinc finger protein 829
0.696,0.493,-0.687,-6.636372,-0.0192,0.0192,C12orf43,chromosome 12 open reading frame 43
0.696,0.493,0.687,-6.636228,0.0643,0.0643,CYP7B1,cytochrome P450 family 7 subfamily B member 1
0.696,0.493,-0.687,-6.636267,-0.0858,0.0858,HEPACAM,hepatic and glial cell adhesion molecule
0.696,0.493,0.687,-6.635977,0.0404,0.0404,KYAT3,kynurenine aminotransferase 3
0.696,0.493,-0.687,-6.63612,-0.0394,0.0394,MAPK13,mitogen-activated protein kinase 13
0.696,0.493,-0.688,-6.635685,-0.0574,0.0574,POU3F3,POU class 3 homeobox 3
0.696,0.493,-0.687,-6.635999,-0.0221,0.0221,RNF7,ring finger protein 7
0.696,0.493,-0.687,-6.636012,-0.0494,0.0494,SPATA31E1,SPATA31 subfamily E member 1
0.696,0.493,-0.688,-6.635644,-0.0654,0.0654,THNSL2,threonine synthase like 2
0.697,0.495,-0.684,-6.638,-0.0319,0.0319,CBLB,Cbl proto-oncogene B
0.697,0.494,-0.688,-6.068467,-0.209,0.209,COL4A4,collagen type IV alpha 4 chain
0.697,0.494,-0.688,-6.068902,-0.242,0.242,CSN2,casein beta
0.697,0.494,0.685,-6.637293,0.0731,0.0731,DAAM2,dishevelled associated activator of morphogenesis 2
0.697,0.495,0.684,-6.638198,0.0628,0.0628,GPR19,G protein-coupled receptor 19
0.697,0.494,-0.685,-6.637389,-0.0341,0.0341,HSPA13,heat shock protein family A (Hsp70) member 13
0.697,0.494,-0.685,-6.637522,-0.0293,0.0293,JMJD8,jumonji domain containing 8
0.697,0.494,-0.685,-6.63751,-0.0792,0.0792,PTGFR,prostaglandin F receptor
0.697,0.494,-0.685,-6.637446,-0.0248,0.0248,SLC41A3,solute carrier family 41 member 3
0.697,0.495,-0.684,-6.638184,-0.0863,0.0863,SSUH2,ssu-2 homolog (C. elegans)
0.697,0.495,-0.684,-6.637783,-0.0595,0.0595,UGT2B28,UDP glucuronosyltransferase family 2 member B28
0.697,0.494,-0.685,-6.637739,-0.0313,0.0313,ZNF141,zinc finger protein 141
0.698,0.496,0.683,-6.409226,0.113,0.113,CADPS,calcium dependent secretion activator
0.698,0.495,-0.683,-6.638432,-0.0676,0.0676,FLJ31713,uncharacterized protein FLJ31713
0.698,0.495,-0.683,-6.638624,-0.054,0.054,MAPRE2,microtubule associated protein RP/EB family member 2
0.698,0.496,0.683,-6.409119,0.103,0.103,MMD2,monocyte to macrophage differentiation associated 2
0.698,0.496,-0.683,-6.639087,-0.0587,0.0587,PMFBP1,polyamine modulated factor 1 binding protein 1
0.698,0.496,0.683,-6.638894,0.0215,0.0215,RPL19P12,ribosomal protein L19 pseudogene 12
0.698,0.495,-0.683,-6.63863,-0.0314,0.0314,RPL36A,ribosomal protein L36a
0.698,0.496,-0.683,-6.638875,-0.058,0.058,SPINK2,"serine peptidase inhibitor, Kazal type 2"
0.698,0.495,-0.684,-6.452864,-0.0533,0.0533,TESPA1,"thymocyte expressed, positive selection associated 1"
0.699,0.497,0.681,-6.640317,0.0338,0.0338,CASP7,caspase 7
0.699,0.497,-0.68,-6.640824,-0.0311,0.0311,FDX1L,ferredoxin 1 like
0.699,0.497,-0.68,-6.640904,-0.081,0.081,HOMER3,homer scaffolding protein 3
0.699,0.497,-0.68,-6.640639,-0.0574,0.0574,KIF20B,kinesin family member 20B
0.699,0.496,0.682,-6.639628,0.0205,0.0205,NKRF,NFKB repressing factor
0.699,0.497,-0.681,-6.410803,-0.09,0.09,NMUR2,neuromedin U receptor 2
0.699,0.496,0.682,-6.639742,0.0712,0.0712,NRXN2,neurexin 2
0.699,0.497,-0.681,-6.45491,-0.125,0.125,NXPH4,neurexophilin 4
0.699,0.497,0.681,-6.640175,0.0432,0.0432,SLA,Src-like-adaptor
0.699,0.497,-0.681,-6.640164,-0.0292,0.0292,SMARCAL1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"
0.699,0.496,-0.682,-6.639717,-0.0229,0.0229,THAP7,THAP domain containing 7
0.699,0.496,-0.682,-6.639767,-0.0605,0.0605,ZNF169,zinc finger protein 169
0.699,0.496,-0.682,-6.639551,-0.0533,0.0533,ZSWIM3,zinc finger SWIM-type containing 3
0.7,0.498,0.679,-6.641402,0.0738,0.0738,APLN,apelin
0.7,0.499,-0.678,-6.642063,-0.0236,0.0236,ARF3,ADP ribosylation factor 3
0.7,0.498,0.68,-6.641089,0.0389,0.0389,BEGAIN,brain enriched guanylate kinase associated
0.7,0.498,-0.678,-6.642046,-0.0523,0.0523,BRSK2,BR serine/threonine kinase 2
0.7,0.498,-0.679,-6.641241,-0.0342,0.0342,CADM4,cell adhesion molecule 4
0.7,0.499,-0.678,-6.642279,-0.0528,0.0528,CDSN,corneodesmosin
0.7,0.498,-0.678,-6.641902,-0.0285,0.0285,DUS2,dihydrouridine synthase 2
0.7,0.499,0.678,-6.642273,0.059,0.059,LOC100505570,uncharacterized LOC100505570
0.7,0.499,-0.678,-6.64213,-0.0286,0.0286,NUDT15,nudix hydrolase 15
0.7,0.498,-0.679,-6.641535,-0.047,0.047,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
0.7,0.498,0.679,-6.64121,0.0321,0.0321,PRR5-ARHGAP8,PRR5-ARHGAP8 readthrough
0.7,0.498,0.679,-6.641554,0.0213,0.0213,ZNF444,zinc finger protein 444
0.701,0.5,-0.676,-6.64347,-0.0461,0.0461,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1
0.701,0.5,0.675,-6.643949,0.0248,0.0248,BAZ1B,bromodomain adjacent to zinc finger domain 1B
0.701,0.5,0.676,-6.64339,0.03,0.03,DLGAP4,DLG associated protein 4
0.701,0.5,0.676,-6.643438,0.034,0.034,ENDOV,endonuclease V
0.701,0.5,-0.676,-6.643554,-0.0437,0.0437,FLJ35934,FLJ35934
0.701,0.5,0.676,-6.643465,0.0494,0.0494,HR,hair growth associated
0.701,0.5,-0.675,-6.643888,-0.0345,0.0345,KCTD18,potassium channel tetramerization domain containing 18
0.701,0.499,-0.677,-6.643098,-0.0788,0.0788,KISS1R,KISS1 receptor
0.701,0.499,-0.677,-6.643009,-0.0739,0.0739,LOC100996291,uncharacterized LOC100996291
0.701,0.499,0.677,-6.643043,0.1,0.1,MKI67,marker of proliferation Ki-67
0.701,0.499,-0.677,-6.642905,-0.0323,0.0323,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta
0.701,0.5,-0.675,-6.643916,-0.0692,0.0692,RSPO3,R-spondin 3
0.701,0.499,-0.678,-6.642397,-0.024,0.024,SMAD4,SMAD family member 4
0.701,0.5,-0.676,-6.643178,-0.0309,0.0309,SNUPN,snurportin 1
0.701,0.5,0.676,-6.643616,0.0563,0.0563,STK17A,serine/threonine kinase 17a
0.702,0.5,0.675,-6.64416,0.0332,0.0332,DGKQ,diacylglycerol kinase theta
0.702,0.501,-0.674,-6.644896,-0.0369,0.0369,GPD1L,glycerol-3-phosphate dehydrogenase 1-like
0.702,0.501,0.675,-6.459281,0.0949,0.0949,IRF4,interferon regulatory factor 4
0.702,0.501,0.678,-6.075565,0.123,0.123,PAX3,paired box 3
0.702,0.501,0.674,-6.644793,0.0238,0.0238,RANGRF,RAN guanine nucleotide release factor
0.702,0.501,0.675,-6.414909,0.0652,0.0652,RHBDL3,rhomboid like 3
0.702,0.501,0.675,-6.644344,0.034,0.034,TMEM165,transmembrane protein 165
0.702,0.501,-0.674,-6.64484,-0.0442,0.0442,VSTM2L,V-set and transmembrane domain containing 2 like
0.703,0.502,0.672,-6.646132,0.0954,0.0954,ADIRF,adipogenesis regulatory factor
0.703,0.502,0.675,-6.07986,0.0888,0.0888,C1QTNF9B,C1q and tumor necrosis factor related protein 9B
0.703,0.502,-0.673,-6.645459,-0.053,0.053,LHX1,LIM homeobox 1
0.703,0.502,-0.673,-6.645307,-0.0343,0.0343,MRPL35,mitochondrial ribosomal protein L35
0.703,0.502,0.672,-6.64595,0.0267,0.0267,NAXE,NAD(P)HX epimerase
0.703,0.502,-0.673,-6.645259,-0.0299,0.0299,SLC16A4,solute carrier family 16 member 4
0.704,0.503,0.671,-6.647015,0.0222,0.0222,B3GALNT2,"beta-1,3-N-acetylgalactosaminyltransferase 2"
0.704,0.504,0.67,-6.647428,0.0459,0.0459,CLPTM1,"CLPTM1, transmembrane protein"
0.704,0.503,0.671,-6.647014,0.0986,0.0986,FAM169B,family with sequence similarity 169 member B
0.704,0.503,-0.671,-6.41697,-0.104,0.104,FGD3,"FYVE, RhoGEF and PH domain containing 3"
0.704,0.503,0.671,-6.646859,0.0393,0.0393,GPC1,glypican 1
0.704,0.503,0.671,-6.646901,0.0297,0.0297,GPR180,G protein-coupled receptor 180
0.704,0.503,-0.672,-6.461672,-0.0921,0.0921,IMPG2,interphotoreceptor matrix proteoglycan 2
0.704,0.503,-0.67,-6.647186,-0.03,0.03,IPO9,importin 9
0.704,0.503,0.672,-6.646476,0.0813,0.0813,KBTBD11,kelch repeat and BTB domain containing 11
0.704,0.503,0.671,-6.647023,0.0664,0.0664,KIF15,kinesin family member 15
0.704,0.503,0.672,-6.646339,0.0306,0.0306,KLHL18,kelch like family member 18
0.704,0.504,-0.67,-6.647522,-0.0212,0.0212,LOC100506031,uncharacterized LOC100506031
0.704,0.503,-0.671,-6.646946,-0.11,0.11,LOC389834,ankyrin repeat domain 57 pseudogene
0.704,0.503,0.671,-6.647096,0.0483,0.0483,LSP1,lymphocyte-specific protein 1
0.704,0.503,-0.672,-6.646392,-0.085,0.085,SLC17A4,solute carrier family 17 member 4
0.705,0.504,-0.669,-6.648293,-0.0309,0.0309,ABCF2,ATP binding cassette subfamily F member 2
0.705,0.504,-0.67,-6.647773,-0.0562,0.0562,C7,complement component 7
0.705,0.504,-0.669,-6.64818,-0.0517,0.0517,C9orf40,chromosome 9 open reading frame 40
0.705,0.504,-0.669,-6.648137,-0.0535,0.0535,CKS2,CDC28 protein kinase regulatory subunit 2
0.705,0.505,-0.668,-6.648571,-0.0346,0.0346,CNPY4,canopy FGF signaling regulator 4
0.705,0.505,-0.668,-6.648586,-0.0524,0.0524,GAS6,growth arrest specific 6
0.705,0.504,0.672,-6.082098,0.138,0.138,LCT,lactase
0.705,0.505,-0.668,-6.648772,-0.0476,0.0476,LILRA4,leukocyte immunoglobulin like receptor A4
0.705,0.505,-0.668,-6.64856,-0.0505,0.0505,NAPB,NSF attachment protein beta
0.705,0.505,0.668,-6.648803,0.0229,0.0229,RLIM,"ring finger protein, LIM domain interacting"
0.705,0.504,0.669,-6.648197,0.0463,0.0463,TRIM46,tripartite motif containing 46
0.705,0.505,-0.669,-6.648476,-0.0419,0.0419,VARS,valyl-tRNA synthetase
0.706,0.506,-0.666,-6.650059,-0.0257,0.0257,EXOSC1,exosome component 1
0.706,0.506,-0.667,-6.649754,-0.0385,0.0385,FKBP4,FK506 binding protein 4
0.706,0.505,-0.668,-6.464214,-0.0654,0.0654,IL10,interleukin 10
0.706,0.506,0.666,-6.649905,0.0725,0.0725,MELK,maternal embryonic leucine zipper kinase
0.706,0.506,-0.667,-6.649581,-0.0548,0.0548,NCAN,neurocan
0.706,0.506,-0.666,-6.650048,-0.0292,0.0292,RUFY1,RUN and FYVE domain containing 1
0.706,0.506,0.666,-6.64985,0.0409,0.0409,STRADB,STE20-related kinase adaptor beta
0.706,0.506,-0.666,-6.649977,-0.0921,0.0921,TRBV20OR9-2,T cell receptor beta variable 20/OR9-2 (non-functional)
0.706,0.506,-0.666,-6.649896,-0.072,0.072,TSPAN15,tetraspanin 15
0.706,0.505,-0.668,-6.648997,-0.0416,0.0416,ZNF684,zinc finger protein 684
0.707,0.507,0.665,-6.650974,0.0401,0.0401,ALDH1L1,aldehyde dehydrogenase 1 family member L1
0.707,0.507,-0.668,-6.084523,-0.177,0.177,DEFB105B,defensin beta 105B
0.707,0.507,0.666,-6.650472,0.0332,0.0332,F12,coagulation factor XII
0.707,0.506,-0.666,-6.650148,-0.0467,0.0467,GPR37L1,G protein-coupled receptor 37 like 1
0.707,0.507,-0.665,-6.650664,-0.0395,0.0395,UBQLN2,ubiquilin 2
0.708,0.508,-0.664,-6.651652,-0.0317,0.0317,AP3S2,adaptor related protein complex 3 sigma 2 subunit
0.708,0.508,-0.663,-6.65221,-0.0372,0.0372,C11orf45,chromosome 11 open reading frame 45
0.708,0.508,0.663,-6.652356,0.0293,0.0293,ELMOD3,ELMO domain containing 3
0.708,0.507,-0.664,-6.651366,-0.0517,0.0517,GABRQ,gamma-aminobutyric acid type A receptor theta subunit
0.708,0.508,0.663,-6.652213,0.0287,0.0287,JMJD4,jumonji domain containing 4
0.708,0.508,-0.663,-6.652341,-0.0224,0.0224,MMADHC,"methylmalonic aciduria and homocystinuria, cblD type"
0.708,0.507,-0.664,-6.651309,-0.0249,0.0249,RNASEH2C,ribonuclease H2 subunit C
0.708,0.507,-0.664,-6.651419,-0.0676,0.0676,SLC28A3,solute carrier family 28 member 3
0.708,0.508,-0.663,-6.652015,-0.0329,0.0329,SPOP,speckle type BTB/POZ protein
0.708,0.508,-0.666,-6.083085,-0.19,0.19,ZEB1,zinc finger E-box binding homeobox 1
0.709,0.509,-0.661,-6.653433,-0.0857,0.0857,ADARB2-AS1,ADARB2 antisense RNA 1
0.709,0.51,0.661,-6.653701,0.0259,0.0259,APEH,acylaminoacyl-peptide hydrolase
0.709,0.51,0.66,-6.653774,0.0845,0.0845,C1orf204,chromosome 1 open reading frame 204
0.709,0.509,-0.662,-6.652908,-0.025,0.025,C3orf58,chromosome 3 open reading frame 58
0.709,0.509,-0.662,-6.467399,-0.111,0.111,CD163,CD163 molecule
0.709,0.509,0.662,-6.652678,0.0833,0.0833,FASN,fatty acid synthase
0.709,0.509,0.662,-6.652892,0.0367,0.0367,GPAT4,glycerol-3-phosphate acyltransferase 4
0.709,0.509,-0.662,-6.652638,-0.0437,0.0437,HES6,hes family bHLH transcription factor 6
0.709,0.509,-0.661,-6.653488,-0.0424,0.0424,LHFP,lipoma HMGIC fusion partner
0.709,0.509,0.662,-6.652652,0.0256,0.0256,MTOR,mechanistic target of rapamycin
0.709,0.509,0.661,-6.653522,0.0607,0.0607,PRRG3,proline rich and Gla domain 3
0.709,0.509,0.661,-6.653519,0.0466,0.0466,WNT5B,Wnt family member 5B
0.71,0.511,-0.659,-6.654573,-0.0287,0.0287,CAAP1,caspase activity and apoptosis inhibitor 1
0.71,0.511,-0.659,-6.65488,-0.0222,0.0222,CHMP4B,charged multivesicular body protein 4B
0.71,0.511,0.659,-6.654566,0.0661,0.0661,CLCNKA,chloride voltage-gated channel Ka
0.71,0.51,-0.66,-6.654342,-0.0249,0.0249,LOC105370109,uncharacterized LOC105370109
0.71,0.51,0.66,-6.65398,0.038,0.038,RXRB,retinoid X receptor beta
0.711,0.511,0.658,-6.655275,0.0294,0.0294,ANP32B,acidic nuclear phosphoprotein 32 family member B
0.711,0.512,-0.657,-6.655753,-0.0248,0.0248,BOD1,biorientation of chromosomes in cell division 1
0.711,0.512,0.657,-6.656268,0.0359,0.0359,C1orf115,chromosome 1 open reading frame 115
0.711,0.512,-0.657,-6.656202,-0.0339,0.0339,C9orf16,chromosome 9 open reading frame 16
0.711,0.511,0.659,-6.424927,0.116,0.116,HLA-DOB,"major histocompatibility complex, class II, DO beta"
0.711,0.512,-0.657,-6.656276,-0.0601,0.0601,HNF1A,HNF1 homeobox A
0.711,0.511,0.658,-6.655539,0.0206,0.0206,NMRAL1,NmrA like redox sensor 1
0.711,0.512,-0.657,-6.655995,-0.0748,0.0748,OR7C2,olfactory receptor family 7 subfamily C member 2
0.711,0.512,-0.657,-6.656267,-0.0661,0.0661,PAX1,paired box 1
0.711,0.511,0.658,-6.655095,0.0401,0.0401,PDIK1L,PDLIM1 interacting kinase 1 like
0.711,0.512,-0.658,-6.655637,-0.0291,0.0291,TMLHE,"trimethyllysine hydroxylase, epsilon"
0.711,0.512,-0.657,-6.426185,-0.0537,0.0537,ZCCHC18,zinc finger CCHC-type containing 18
0.712,0.513,0.656,-6.656697,0.0899,0.0899,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide"
0.712,0.513,-0.655,-6.657342,-0.0626,0.0626,AVP,arginine vasopressin
0.712,0.512,-0.656,-6.656425,-0.0254,0.0254,C1GALT1C1,C1GALT1 specific chaperone 1
0.712,0.512,-0.656,-6.656589,-0.0222,0.0222,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
0.712,0.513,-0.656,-6.656735,-0.0208,0.0208,GGNBP2,gametogenetin binding protein 2
0.712,0.513,-0.655,-6.657397,-0.066,0.066,HMMR,hyaluronan mediated motility receptor
0.712,0.513,0.656,-6.656902,0.0548,0.0548,IFNA4,interferon alpha 4
0.712,0.513,-0.656,-6.65688,-0.0775,0.0775,MC2R,melanocortin 2 receptor
0.712,0.514,-0.654,-6.657699,-0.0266,0.0266,NRF1,nuclear respiratory factor 1
0.712,0.513,0.655,-6.657038,0.0574,0.0574,OR1D2,olfactory receptor family 1 subfamily D member 2
0.712,0.513,-0.656,-6.656771,-0.0851,0.0851,PCDHGC4,"protocadherin gamma subfamily C, 4"
0.712,0.513,-0.656,-6.427117,-0.0903,0.0903,SCN5A,sodium voltage-gated channel alpha subunit 5
0.712,0.514,-0.655,-6.657645,-0.0534,0.0534,SH2D5,SH2 domain containing 5
0.712,0.512,0.656,-6.656495,0.0337,0.0337,SNCA,synuclein alpha
0.712,0.513,-0.655,-6.657382,-0.0673,0.0673,TAS2R9,taste 2 receptor member 9
0.713,0.515,-0.653,-6.658808,-0.027,0.027,ALG5,"ALG5, dolichyl-phosphate beta-glucosyltransferase"
0.713,0.515,-0.653,-6.658833,-0.0404,0.0404,ASTL,astacin-like metallo-endopeptidase (M12 family)
0.713,0.514,-0.654,-6.658061,-0.0454,0.0454,CELA2B,chymotrypsin like elastase family member 2B
0.713,0.515,0.653,-6.658724,0.0377,0.0377,DENND2D,DENN domain containing 2D
0.713,0.514,0.653,-6.65845,0.0439,0.0439,EFNA2,ephrin A2
0.713,0.514,-0.654,-6.658256,-0.0258,0.0258,GOLGA5,golgin A5
0.713,0.514,0.654,-6.658156,0.0295,0.0295,GPI,glucose-6-phosphate isomerase
0.713,0.514,-0.654,-6.658064,-0.0197,0.0197,NFX1,"nuclear transcription factor, X-box binding 1"
0.713,0.515,0.653,-6.658795,0.0426,0.0426,S1PR4,sphingosine-1-phosphate receptor 4
0.713,0.514,0.653,-6.658424,0.0728,0.0728,SLC17A9,solute carrier family 17 member 9
0.713,0.514,0.654,-6.657843,0.0307,0.0307,STON2,stonin 2
0.713,0.515,0.653,-6.658736,0.0431,0.0431,SYDE1,synapse defective Rho GTPase homolog 1
0.713,0.514,0.654,-6.658105,0.0518,0.0518,TMEM114,transmembrane protein 114
0.713,0.514,0.653,-6.658466,0.0225,0.0225,VAPB,VAMP associated protein B and C
0.713,0.514,0.653,-6.658341,0.0342,0.0342,ZNF775,zinc finger protein 775
0.714,0.515,-0.652,-6.659115,-0.0842,0.0842,DEPDC1,DEP domain containing 1
0.714,0.516,0.651,-6.659892,0.02,0.02,GSK3B,glycogen synthase kinase 3 beta
0.714,0.516,-0.654,-6.093618,-0.119,0.119,KIAA1755,KIAA1755
0.714,0.515,0.652,-6.659537,0.0446,0.0446,KIFC3,kinesin family member C3
0.714,0.516,-0.651,-6.660179,-0.0321,0.0321,LASP1,LIM and SH3 protein 1
0.714,0.515,0.652,-6.659267,0.0277,0.0277,MED24,mediator complex subunit 24
0.714,0.515,0.652,-6.659586,0.0278,0.0278,MYL5,myosin light chain 5
