GENE_SYMBOL,Log_FoldChange,absLogFC,logCPM,PValue,FDR_adjusted_P.value
CSMD3,-0.112,0.112,3.195,0.513863646,0.59388364
XIAP,0.112,0.112,5.006,0.516081225,0.595808147
UQCC2,-0.112,0.112,5.857,0.517972355,0.597473739
SNX24,-0.112,0.112,3.468,0.52662995,0.60588658
PRDX3,-0.112,0.112,6.986,0.532744374,0.611709475
ZNF25,0.112,0.112,1.953,0.601103515,0.674640557
TPMT,-0.112,0.112,4.648,0.666222336,0.734085817
DDX11-AS1,0.112,0.112,-0.463,0.683416388,0.749364955
DCLRE1A,-0.112,0.112,3.086,0.715116028,0.776136317
ZNF853,0.112,0.112,-1.291,0.719287465,0.77932557
TNFSF12,-0.112,0.112,0.499,0.748398583,0.804516934
DUSP1,-0.112,0.112,5.361,0.766487578,0.819721914
DNAH9,-0.112,0.112,-0.589,0.791254118,0.840927932
AMOT,0.112,0.112,-0.917,0.836975424,0.880186189
C1orf53,-0.112,0.112,-0.608,0.915832189,0.944263049
MUCL1,0.112,0.112,-2.978,1,1
NDUFA4L2,0.111,0.111,3.825,0.465909069,0.547739987
DGCR6L,0.111,0.111,4.905,0.466607488,0.548475673
HSD17B12,-0.111,0.111,6.321,0.488545173,0.569885504
EIF3F,-0.111,0.111,7.105,0.498020831,0.579268247
ARL2BP,-0.111,0.111,5.697,0.515007455,0.594841357
CAPN12,0.111,0.111,1.572,0.528220437,0.607284596
PTPRJ,-0.111,0.111,2.11,0.536701071,0.615534986
LOC101927204,0.111,0.111,1.215,0.569957969,0.64599039
TBC1D15,0.111,0.111,2.947,0.570854401,0.646811847
TMEM30A,-0.111,0.111,6.366,0.572752527,0.648689379
STK11IP,-0.111,0.111,4.348,0.574644935,0.650293886
RAVER1,-0.111,0.111,3.746,0.640648942,0.710631563
ROBO3,-0.111,0.111,4.277,0.642508468,0.712357284
POLR3G,-0.111,0.111,3.606,0.653982423,0.722779012
LOXL4,0.111,0.111,-0.4,0.66779387,0.735423908
USP2,0.111,0.111,0.186,0.667773682,0.735423908
HCG2040054,-0.111,0.111,-3.277,1,1
ARHGAP35,-0.11,0.11,6.054,0.302941671,0.38153638
MRGBP,0.11,0.11,4.763,0.38287479,0.463794688
RBM5,-0.11,0.11,5.936,0.440487692,0.522421992
GSTO2,-0.11,0.11,4.948,0.442941633,0.524742204
C11orf1,0.11,0.11,3.195,0.455449569,0.537479847
TCAIM,0.11,0.11,4.705,0.532348512,0.611373094
CBFA2T2,0.11,0.11,3.298,0.542761428,0.621164567
SCAMP4,0.11,0.11,4.259,0.567379859,0.643680316
PPP2R5B,-0.11,0.11,4.579,0.601271168,0.674761852
NRCAM,-0.11,0.11,3.992,0.637300073,0.707760539
ABCA12,0.11,0.11,2.632,0.660076255,0.728447613
FRMD6-AS2,0.11,0.11,-1.519,0.69029829,0.755615259
PKN2-AS1,0.11,0.11,-1.964,0.748210103,0.804352494
SULT1A2,0.11,0.11,-0.734,0.778155016,0.829575436
PTPRA,-0.109,0.109,5.312,0.355987776,0.436264628
PFDN5,0.109,0.109,7.577,0.404657888,0.4865647
ATP6V0B,0.109,0.109,6.714,0.44926692,0.531318592
NAPA,-0.109,0.109,5.77,0.452479624,0.534587731
ACER3,0.109,0.109,5.307,0.453205543,0.535241613
FNBP4,-0.109,0.109,4.274,0.479045865,0.560391876
LIN52,0.109,0.109,2.771,0.482340868,0.563576963
ISY1,-0.109,0.109,4.39,0.513459188,0.59347676
BOLA2-SMG1P6,-0.109,0.109,5.281,0.514496788,0.594433397
USP21,0.109,0.109,2.653,0.545348292,0.623423444
NKAP,-0.109,0.109,3.163,0.677796591,0.744304581
LOC102724889,-0.109,0.109,-0.098,0.712780872,0.774173669
PER2,0.109,0.109,3.73,0.771563891,0.823944826
UROS,-0.108,0.108,5.027,0.369008021,0.449956971
WWOX,0.108,0.108,1.983,0.4463629,0.52832555
AGR2,0.108,0.108,3.335,0.527387707,0.606542724
CLCN7,-0.108,0.108,4.615,0.547358095,0.625065173
LRRC61,0.108,0.108,1.582,0.561413582,0.638254319
NEU3,-0.108,0.108,4.272,0.56376623,0.640607449
ZDHHC8,-0.108,0.108,4.094,0.574639449,0.650293886
USP51,0.108,0.108,-0.777,0.668598361,0.736095143
LAMA5-AS1,-0.108,0.108,-1.044,0.716022981,0.776829032
AS3MT,-0.108,0.108,1.909,0.751375721,0.806942537
MEA1,-0.107,0.107,6.043,0.388766893,0.469826543
RBM47,0.107,0.107,4.268,0.412020007,0.493974762
INO80,0.107,0.107,5.023,0.467373678,0.54926228
FAM76A,-0.107,0.107,3.309,0.500681404,0.581825081
SKP1,0.107,0.107,7.679,0.529805675,0.60879811
UCHL3,-0.107,0.107,5.582,0.568559262,0.64475998
TATDN3,-0.107,0.107,3.129,0.59760606,0.671380561
LOC105379194,0.107,0.107,-2.578,0.706390789,0.768883121
MUC15,0.107,0.107,-1.525,0.726593024,0.785850097
MIR491,0.107,0.107,-3.153,0.821501298,0.867376399
MIR135B,0.107,0.107,-2.256,0.945802732,0.968653434
LINC01720,0.107,0.107,-3.595,1,1
KLRB1,-0.107,0.107,-3.007,1,1
NUP54,0.106,0.106,5.346,0.352601368,0.432981329
ZMYM6,0.106,0.106,3.646,0.473310586,0.554828861
ZNF236,0.106,0.106,4.239,0.48928153,0.57056816
HYAL3,-0.106,0.106,3.757,0.490664503,0.572004203
PID1,-0.106,0.106,2.194,0.556617248,0.633755769
CDK5R1,0.106,0.106,3.358,0.56692263,0.643322704
CCDC47,-0.106,0.106,5.073,0.572854914,0.648721961
NSUN3,-0.106,0.106,2.374,0.646962626,0.716383968
LOC730098,-0.106,0.106,0.73,0.67040056,0.737684872
ZG16B,0.106,0.106,0.257,0.69727519,0.761522677
PDXP,0.106,0.106,1.043,0.754602,0.80953348
PCOLCE2,-0.106,0.106,-0.207,0.850081621,0.890249147
MARCO,0.106,0.106,-2.561,1,1
SNHG16,0.105,0.105,8.143,0.350607514,0.431047048
SNRPC,0.105,0.105,5.956,0.37089988,0.451826028
ATP5J2,0.105,0.105,6.882,0.380233092,0.460939779
COX14,0.105,0.105,4.089,0.462518912,0.544432567
HOXA1,0.105,0.105,2.192,0.47492013,0.556456439
INPPL1,-0.105,0.105,5.471,0.583649505,0.65847711
S100A9,0.105,0.105,9.676,0.585163664,0.659626861
HAUS1,-0.105,0.105,4.184,0.611398116,0.684262005
LOC105376736,0.105,0.105,-1.178,0.633374513,0.704022284
LOC105374952,-0.105,0.105,0.707,0.645195021,0.714846039
CCNC,-0.105,0.105,5.891,0.661945962,0.730226367
SNORD97,-0.105,0.105,3.744,0.763631642,0.817323646
LOC101929441,-0.105,0.105,-2.722,0.808197508,0.85580299
SPAG17,0.105,0.105,-0.471,0.843225219,0.885114901
PROC,-0.105,0.105,-0.265,0.845676171,0.886947768
LOC388242,-0.105,0.105,-2.141,1,1
PIKFYVE,-0.104,0.104,4.791,0.375544886,0.45650248
KIAA0907,0.104,0.104,4.995,0.38019832,0.460939779
FAM58A,-0.104,0.104,4.661,0.422323149,0.504564673
RPL4,-0.104,0.104,11.251,0.437996322,0.520080451
ZNF211,0.104,0.104,3.318,0.453231027,0.535241613
SRSF7,0.104,0.104,6.92,0.492939324,0.574330982
CDK6,-0.104,0.104,6.809,0.541008037,0.619470885
ZNF699,0.104,0.104,2.532,0.555857264,0.633049569
HSPE1,0.104,0.104,5.645,0.556894966,0.633976372
CNTNAP3,-0.104,0.104,3.184,0.581558742,0.656739808
TPRN,0.104,0.104,2.609,0.606331199,0.679531344
DDX46,-0.104,0.104,4.815,0.617977488,0.690431493
SNORA73A,0.104,0.104,8.702,0.619314168,0.691549678
KIAA1524,-0.104,0.104,3.357,0.717860914,0.77813926
HRAT92,0.104,0.104,0.269,0.738554594,0.795974692
SNORA55,0.104,0.104,-1.364,0.852285878,0.891980198
EFCAB1,-0.104,0.104,-0.697,0.936327368,0.960932953
PKIG,0.103,0.103,3.507,0.364238638,0.444739874
GANC,-0.103,0.103,4.808,0.373372216,0.454397919
TRMT112,0.103,0.103,7.253,0.424525281,0.506767965
ATP1B3,-0.103,0.103,6.778,0.440498769,0.522421992
GLRX5,-0.103,0.103,4.957,0.464901763,0.546811187
SIK3,0.103,0.103,3.99,0.4985448,0.579728849
FAM89B,-0.103,0.103,4.503,0.502764835,0.583437998
USB1,0.103,0.103,4.003,0.512639188,0.592740697
SLC25A51,-0.103,0.103,4.082,0.534933411,0.613725204
CD55,0.103,0.103,3.745,0.536553285,0.615458979
RBPMS,0.103,0.103,2.756,0.546549516,0.624458667
RUNX1,0.103,0.103,4.468,0.59635035,0.670169269
GOLT1B,0.103,0.103,5.251,0.615978512,0.688614193
RAP1A,-0.103,0.103,3.681,0.639943104,0.709999572
EIF1AX,0.103,0.103,6.114,0.670265643,0.737572245
COL1A1,-0.103,0.103,4.946,0.731733641,0.790315597
C5orf34,-0.103,0.103,1.42,0.763941839,0.81761702
MIRLET7I,0.103,0.103,-2.813,1,1
FAM114A2,0.102,0.102,4.254,0.348014767,0.428370964
RPL7A,0.102,0.102,9.991,0.402141501,0.483950013
TSEN15,0.102,0.102,4.364,0.51232563,0.592529377
SFT2D1,-0.102,0.102,4.387,0.515776168,0.595560261
CTNS,0.102,0.102,3.432,0.523824019,0.603332546
POPDC3,0.102,0.102,3.259,0.530470751,0.60946959
ATXN7,-0.102,0.102,3.783,0.570882629,0.646811847
FRYL,-0.102,0.102,6.246,0.572797505,0.648689379
ZBTB34,-0.102,0.102,3.267,0.577723079,0.65318985
LINC00998,0.102,0.102,4.843,0.617387267,0.689952592
ADGRF1,0.102,0.102,4.832,0.620059906,0.692211776
PKN3,0.102,0.102,2.375,0.629061177,0.700017918
NIPSNAP3A,-0.102,0.102,4.446,0.635615967,0.706305792
MAB21L1,0.102,0.102,0.817,0.650659347,0.719859864
APOB,0.102,0.102,-0.484,0.817731979,0.864282911
NR0B1,0.102,0.102,-3.537,0.846650295,0.887640631
NREP-AS1,-0.102,0.102,-3.621,1,1
SLTM,0.101,0.101,4.724,0.335430325,0.41532651
TSC1,0.101,0.101,4.705,0.352884935,0.433306047
SLC22A3,-0.101,0.101,2.916,0.433640667,0.515990478
CBL,-0.101,0.101,4.974,0.501308913,0.582434765
TMEM184B,0.101,0.101,5.966,0.52725893,0.60649968
FBXO25,0.101,0.101,3.867,0.533778008,0.612616825
SLC25A19,0.101,0.101,2.833,0.546850458,0.62467647
VEZT,-0.101,0.101,5.864,0.570430793,0.646396913
NECTIN3,-0.101,0.101,3.342,0.571723855,0.647700162
GDPGP1,0.101,0.101,2.12,0.580051725,0.655495492
SERPINB8,-0.101,0.101,5.275,0.589870955,0.664007902
MID2,0.101,0.101,3.75,0.591420976,0.665587347
FANK1,-0.101,0.101,2.003,0.594954406,0.668849489
CLCN5,0.101,0.101,2.524,0.632532561,0.703224455
PSCA,0.101,0.101,-0.584,0.70605803,0.768673088
CEP162,-0.101,0.101,1.618,0.753326202,0.808356236
SERPINA3,-0.101,0.101,1.04,0.884459793,0.918354287
VASH1,-0.101,0.101,-0.489,0.914683005,0.943378779
APH1A,-0.1,0.1,7.293,0.463646785,0.545669764
LAMTOR2,-0.1,0.1,5.048,0.490944809,0.572265722
FOXK2,-0.1,0.1,6.099,0.498446941,0.579674573
MARS,-0.1,0.1,7.292,0.537745557,0.616545586
LOC389641,0.1,0.1,1.393,0.541917542,0.620324149
TIA1,-0.1,0.1,4.755,0.567569345,0.643863035
MDP1,-0.1,0.1,2.353,0.576881891,0.652369032
FUS,0.1,0.1,4.611,0.583351363,0.658239101
ZNF75A,0.1,0.1,3.052,0.589624308,0.663796233
ABHD17B,-0.1,0.1,3.534,0.601997506,0.675510033
CLEC16A,0.1,0.1,4.804,0.619419283,0.691632958
ZNF321P,0.1,0.1,1.256,0.620185962,0.692318379
SYT7,0.1,0.1,1.829,0.667399112,0.735069332
CD164L2,-0.1,0.1,0.12,0.753594374,0.808605692
DPY19L2,0.1,0.1,-1.314,0.757005961,0.81157431
DYRK4,0.099,0.099,4.314,0.447907082,0.52995943
MYL6,-0.099,0.099,10.822,0.493810656,0.575079957
SNRNP35,0.099,0.099,3.536,0.502759017,0.583437998
NARF,0.099,0.099,5.214,0.523745769,0.603273094
SHARPIN,-0.099,0.099,5.282,0.564343621,0.6410432
ZNF652,-0.099,0.099,3.028,0.568154392,0.644365368
LPGAT1,-0.099,0.099,5.487,0.580331636,0.65561636
TSPO,-0.099,0.099,7.82,0.582431632,0.657463316
LRRC29,0.099,0.099,0.943,0.652537413,0.721564598
TMEM158,0.099,0.099,0.518,0.666576309,0.734404396
KLHDC1,0.099,0.099,-0.472,0.680480875,0.746817787
AATBC,-0.099,0.099,1.362,0.742107087,0.799005021
ZFHX3,-0.099,0.099,4.136,0.768246067,0.8211373
DISP1,-0.099,0.099,0.598,0.772594913,0.824788503
TDRD3,0.098,0.098,3.643,0.424582336,0.506809364
BTF3,0.098,0.098,8.648,0.460128333,0.542124163
KREMEN1,-0.098,0.098,5.114,0.464217342,0.546204717
SEC11A,0.098,0.098,6.68,0.486362911,0.567661478
ST3GAL5,-0.098,0.098,4.161,0.494008435,0.575221563
BORCS8,-0.098,0.098,3.633,0.513697238,0.593721611
ZNF791,0.098,0.098,3.872,0.533330461,0.612165211
CEP164,0.098,0.098,4.991,0.553001199,0.630399102
CUL5,0.098,0.098,4.336,0.557048565,0.634119361
NUSAP1,-0.098,0.098,4.71,0.56636775,0.642725246
RPS6KA2,-0.098,0.098,4.338,0.56732727,0.643652893
ZNF565,0.098,0.098,1.125,0.570684494,0.64665205
EHHADH,0.098,0.098,3.607,0.573006329,0.648860989
RRM2B,0.098,0.098,4.188,0.578208223,0.653607868
DPY19L4,0.098,0.098,4.503,0.607660115,0.680784907
CACUL1,-0.098,0.098,5.76,0.621533221,0.693548893
SNRPE,0.098,0.098,5.334,0.623062923,0.694947719
LCMT1-AS2,0.098,0.098,0.333,0.624657476,0.696280522
PELP1,-0.098,0.098,4.726,0.637631806,0.707885998
MKL1,-0.098,0.098,4.882,0.651695065,0.720848956
PRR19,-0.098,0.098,0.438,0.659336469,0.727843967
NVL,-0.098,0.098,4.166,0.665043118,0.733045417
C3orf49,0.098,0.098,-2.364,0.677783745,0.744304581
LOC154761,-0.098,0.098,1.807,0.725550139,0.784834585
NAP1L5,-0.098,0.098,0.281,0.910880697,0.94039921
SNORD51,0.098,0.098,-3.518,1,1
SNORD113-3,-0.098,0.098,-3.34,1,1
CTNNBIP1,0.097,0.097,6.732,0.465148861,0.547045008
C1orf122,0.097,0.097,5.457,0.474240916,0.555718106
POLB,0.097,0.097,4.168,0.499551918,0.580810517
CACHD1,0.097,0.097,1.96,0.537135493,0.615960407
FOXN3,-0.097,0.097,3.948,0.543017114,0.621394395
PLA2G15,-0.097,0.097,3.943,0.547203927,0.624985688
TEAD1,-0.097,0.097,5.171,0.562275757,0.639066897
EME1,0.097,0.097,2.294,0.608810906,0.681905544
URB1-AS1,0.097,0.097,1.205,0.611199312,0.684073309
WASHC4,0.097,0.097,5.472,0.621185626,0.693229326
C5orf24,-0.097,0.097,4.52,0.625654178,0.697219954
SPTSSA,-0.097,0.097,4.357,0.634970528,0.705623187
CNOT6,-0.097,0.097,4.515,0.637865167,0.708075662
CENPS,-0.097,0.097,2.32,0.69057929,0.755849795
STAT5A,-0.097,0.097,2.394,0.69719467,0.761471453
LINC00894,0.097,0.097,-0.059,0.770794792,0.823317591
SPINK5,-0.097,0.097,2.079,0.783030224,0.833683069
NOXO1,0.097,0.097,-1.112,0.963092403,0.981773448
LINC01527,-0.097,0.097,-2.871,1,1
BTBD6,0.096,0.096,5.691,0.457037308,0.538988497
COX5B,0.096,0.096,6.753,0.537153588,0.615960407
SLC25A21-AS1,0.096,0.096,0.365,0.541729129,0.620139814
LOC105376382,-0.096,0.096,3.359,0.552910062,0.630399102
DEPDC5,0.096,0.096,3.565,0.554079575,0.631371028
PALB2,-0.096,0.096,3.716,0.626430561,0.697893443
ABHD17A,0.096,0.096,5.654,0.633481648,0.704106816
TLR3,0.096,0.096,1.645,0.678868223,0.745264582
CEP19,0.096,0.096,0.23,0.680376231,0.746739122
KLHDC9,0.096,0.096,0.214,0.686366511,0.75189282
MMP10,0.096,0.096,4.472,0.704473635,0.767349474
DMBT1,0.096,0.096,0.005,0.802822138,0.851304913
RPA4,0.096,0.096,-2.98,0.812740498,0.859769523
COPRS,-0.095,0.095,4.99,0.431808506,0.514026407
MCTP2,-0.095,0.095,4.099,0.457186494,0.539099196
UBE2N,0.095,0.095,6.676,0.514323377,0.594263355
ROMO1,0.095,0.095,6.42,0.530545421,0.609507121
UBE2H,-0.095,0.095,6.579,0.534212321,0.612959996
AGO2,0.095,0.095,5.714,0.547350223,0.625065173
ZNF514,0.095,0.095,2.941,0.556294859,0.633452386
GPX4,0.095,0.095,7.325,0.557483399,0.634550577
NBL1,-0.095,0.095,6.891,0.557689228,0.634752963
KLHL7,-0.095,0.095,4.598,0.575195517,0.65075439
RHBDF2,-0.095,0.095,4.372,0.606633086,0.679768776
PACS1,-0.095,0.095,4.648,0.613274579,0.686023137
NDUFA13,-0.095,0.095,7.321,0.630548469,0.701466203
NEMF,-0.095,0.095,3.995,0.640669602,0.710631563
SRGAP3,-0.095,0.095,3.781,0.668096822,0.735650242
TMEM126B,0.095,0.095,4.186,0.673198578,0.740368081
NOD2,0.095,0.095,1.328,0.745751155,0.802394519
LOC541473,0.095,0.095,-1.052,0.7513072,0.806916044
TFF3,0.095,0.095,0.269,0.781384867,0.832196193
NUMB,-0.094,0.094,5.253,0.442881215,0.52469807
RHNO1,-0.094,0.094,4.299,0.472017462,0.553857622
ZCCHC17,-0.094,0.094,5.532,0.513369058,0.593433148
VPS72,-0.094,0.094,5.693,0.52392007,0.603412493
FAM210B,0.094,0.094,5.4,0.550416125,0.628052776
TADA3,-0.094,0.094,6.118,0.552302625,0.629856347
RPL36AL,0.094,0.094,6.942,0.561301312,0.638158712
CHD7,-0.094,0.094,4.904,0.576313564,0.651856514
EEF1AKMT2,0.094,0.094,2.908,0.578148086,0.653584619
JMJD6,-0.094,0.094,4.882,0.595085174,0.668946614
EDC3,-0.094,0.094,4.043,0.59581446,0.669678565
WWTR1,-0.094,0.094,4.449,0.596111322,0.66993389
LOC102723540,0.094,0.094,-1.18,0.60962671,0.682549286
LSM5,0.094,0.094,4.5,0.618220312,0.690634656
FBXW4,0.094,0.094,3.926,0.6222414,0.694099771
SNORD105,-0.094,0.094,-3.12,0.665652908,0.733529751
SENP7,0.094,0.094,2.664,0.66931535,0.736633886
PPP2R3C,-0.094,0.094,3.697,0.674506941,0.741626946
LHX5,-0.094,0.094,-0.173,0.683430367,0.749364955
SNX10,-0.094,0.094,1.949,0.761478829,0.815481866
ANGPTL7,0.094,0.094,-2.298,0.909442749,0.939085873
C5orf66-AS2,-0.094,0.094,-2.777,1,1
USF1,-0.093,0.093,5.132,0.427023553,0.509374401
RPL13,0.093,0.093,10.533,0.458765037,0.54077263
CDK10,-0.093,0.093,4.482,0.464584317,0.546522948
RPL36,0.093,0.093,9.596,0.535997785,0.614852924
SLC35E3,0.093,0.093,3.885,0.547383902,0.625065173
ZSCAN32,-0.093,0.093,3.3,0.553254429,0.630624024
MTMR11,0.093,0.093,3.592,0.554329009,0.631531354
DNAJC4,0.093,0.093,3.254,0.559331493,0.636302428
MAP6D1,0.093,0.093,1.62,0.560934094,0.637805239
POMP,0.093,0.093,6.798,0.562087273,0.638924014
SERP1,-0.093,0.093,7.087,0.562155928,0.638969989
SNX4,0.093,0.093,3.917,0.594719548,0.668725978
HSPBAP1,-0.093,0.093,2.601,0.616372481,0.688978142
JOSD2,-0.093,0.093,4.367,0.642541587,0.712359135
CCDC189,-0.093,0.093,0.672,0.64843695,0.717700726
HOXB7,0.093,0.093,-0.018,0.656642271,0.725223272
SYT8,-0.093,0.093,0.489,0.674014154,0.741157076
NPHP1,-0.093,0.093,2.304,0.676676514,0.743398958
LXN,-0.093,0.093,1.467,0.715455018,0.77636158
THAP12,-0.093,0.093,5.295,0.764347543,0.817973929
MIRLET7G,-0.093,0.093,-3.317,1,1
RIMBP3C,-0.093,0.093,-2.724,1,1
NADK,0.092,0.092,5.548,0.375516532,0.456492512
CSNK1G1,-0.092,0.092,5.56,0.436486506,0.518559522
TEX2,-0.092,0.092,5.814,0.445533396,0.527507158
CDK14,0.092,0.092,4.626,0.457600882,0.539540762
WWC1,0.092,0.092,4.694,0.494333887,0.575423036
SIRT5,-0.092,0.092,4.087,0.538541711,0.617270938
STX16,0.092,0.092,3.661,0.554132534,0.631371028
ARL15,0.092,0.092,2.541,0.570413134,0.646396913
OSCP1,0.092,0.092,2.389,0.584779132,0.659291828
CROCC,0.092,0.092,2.958,0.626768837,0.698057586
UBE2S,-0.092,0.092,6.275,0.649355833,0.718542206
BTBD1,-0.092,0.092,5.423,0.687083221,0.752495989
FAAH2,-0.092,0.092,1.379,0.695432072,0.760096113
RPS4Y1,0.091,0.091,8.354,0.458008801,0.53996551
TNFRSF10B,-0.091,0.091,7.39,0.459002793,0.540999106
BOLA2,-0.091,0.091,4.87,0.478294674,0.559657643
LEPROT,0.091,0.091,5.337,0.506726917,0.587043341
ATP5G2,-0.091,0.091,6.988,0.517146133,0.596782301
POLR2L,-0.091,0.091,6.945,0.519566153,0.599098602
TMEM208,-0.091,0.091,3.925,0.530391042,0.609408922
STRIP2,-0.091,0.091,3.496,0.546712342,0.624569062
UXT,-0.091,0.091,5.747,0.551870908,0.629459083
MEF2A,-0.091,0.091,4.03,0.576407386,0.651897528
ARHGAP27P1,0.091,0.091,1.804,0.58533704,0.659789465
ZNF669,0.091,0.091,2.566,0.601196126,0.674711067
C18orf32,0.091,0.091,4.518,0.636143658,0.706718818
CEP152,0.091,0.091,2.593,0.67112152,0.738263005
CFH,-0.091,0.091,4.634,0.677222311,0.743836567
FRA10AC1,-0.091,0.091,2.214,0.771292788,0.823753002
MGAT5B,0.091,0.091,-1.41,0.778109893,0.829566375
FEZ1,-0.09,0.09,7.45,0.504469645,0.584876999
POLR2J3,0.09,0.09,5.502,0.506223502,0.586490131
STX12,-0.09,0.09,5.393,0.514958191,0.594814788
WDR83,-0.09,0.09,2.668,0.534071713,0.612860751
STARD10,0.09,0.09,5.834,0.580371245,0.65561636
PTBP2,0.09,0.09,2.338,0.592361113,0.666495531
ARHGAP21,-0.09,0.09,6.572,0.594427641,0.668439681
VPS36,-0.09,0.09,4.712,0.607769985,0.680874323
TRAPPC8,-0.09,0.09,4.999,0.610448556,0.683334333
SETDB2,0.09,0.09,2.623,0.617535397,0.690044086
TAF3,-0.09,0.09,2.216,0.659612252,0.728069428
LCORL,0.09,0.09,2.327,0.666616426,0.734407847
DNAJC19,-0.09,0.09,3.652,0.667863931,0.735465308
CERS4,0.09,0.09,0.83,0.700960213,0.764674674
RLF,-0.09,0.09,4.662,0.714287036,0.775502835
DPF1,0.09,0.09,0.986,0.71980056,0.779695016
SRP9,-0.09,0.09,6.85,0.722259971,0.781872997
ELOA-AS1,0.09,0.09,-0.444,0.728753363,0.787772856
EIF2S2,-0.09,0.09,6.817,0.761612144,0.815534991
UBE3A,-0.089,0.089,5.939,0.46924098,0.551170786
POP5,-0.089,0.089,4.42,0.475984102,0.55750121
ABHD5,0.089,0.089,4.057,0.541472595,0.619908807
PRRG1,0.089,0.089,3.5,0.569117465,0.645231478
RNASEH2A,-0.089,0.089,5.27,0.602293488,0.675808678
LSR,-0.089,0.089,5.249,0.638255305,0.708404592
ARL6IP6,0.089,0.089,4.043,0.640852466,0.710799589
RFX2,-0.089,0.089,2.591,0.677167407,0.743830024
MIER3,-0.089,0.089,3.731,0.700119113,0.764039219
LOC101927482,0.089,0.089,-0.555,0.765725582,0.819061681
KIF12,0.089,0.089,0.289,0.893461224,0.926141618
LARP6,-0.088,0.088,4.098,0.478560654,0.559939944
SPAG5,-0.088,0.088,4.988,0.49396878,0.575204958
WDR45B,0.088,0.088,6.366,0.49979827,0.581037293
LMTK2,-0.088,0.088,5.471,0.532370443,0.611373094
RPL18A,0.088,0.088,10.543,0.585464858,0.659808891
GTF3A,0.088,0.088,6.167,0.615986084,0.688614193
PTGR2,0.088,0.088,2.525,0.630795557,0.701637702
PIGW,0.088,0.088,1.889,0.702999942,0.766262702
DDIAS,-0.088,0.088,2.301,0.722420789,0.781972344
ZNF625,-0.088,0.088,1.855,0.752197256,0.807527373
CYTL1,-0.088,0.088,-3.499,1,1
PIP4K2B,0.087,0.087,5.114,0.427158511,0.509454898
DYM,0.087,0.087,5.223,0.445705672,0.527630353
UBE2F,0.087,0.087,5.737,0.456119206,0.538118695
PPFIA1,0.087,0.087,5.013,0.472344397,0.554155122
RER1,-0.087,0.087,6.926,0.511187482,0.591515078
CNPY2,0.087,0.087,5.324,0.514888791,0.594795287
TMEM14C,0.087,0.087,6.367,0.528678589,0.607760744
TTC17,-0.087,0.087,4.983,0.548191386,0.625892589
C6orf203,0.087,0.087,2.833,0.600484263,0.674045742
PDCL3,-0.087,0.087,3.602,0.619700698,0.691878969
ARMC7,0.087,0.087,2.791,0.621121838,0.693192292
NCBP2,-0.087,0.087,5.74,0.630761075,0.701633802
CALM1,0.087,0.087,8.59,0.631967296,0.702733982
LOC100507053,-0.087,0.087,2.753,0.63643385,0.706971857
C12orf65,0.087,0.087,4.057,0.646883092,0.716330917
IL17RB,0.087,0.087,0.453,0.668654627,0.73612131
WEE1,-0.087,0.087,4.175,0.677893356,0.744374753
ZFP36,0.087,0.087,3.903,0.69528305,0.759969906
LGALS1,-0.087,0.087,11.08,0.707638336,0.769959499
PCAT6,0.087,0.087,-1.055,0.71406781,0.775339147
MIR92B,-0.087,0.087,-1.518,0.963713687,0.982141579
TDO2,0.087,0.087,-3.507,1,1
TRAPPC10,-0.086,0.086,5.529,0.47508836,0.556597787
CARD19,-0.086,0.086,4.35,0.559153048,0.636131376
YIPF5,-0.086,0.086,5.885,0.592375084,0.666495531
ZNF600,0.086,0.086,2.351,0.598622142,0.672355339
TARSL2,0.086,0.086,2.64,0.61574267,0.68844401
PCNX3,-0.086,0.086,4.866,0.637566339,0.707882708
RNF38,0.086,0.086,3.002,0.661669454,0.729992441
OSTC,-0.086,0.086,6.128,0.665051579,0.733045417
TMEM38A,0.086,0.086,1.279,0.665290844,0.733184128
KCNQ5,-0.086,0.086,1.862,0.706629751,0.769106265
H2AFX,-0.086,0.086,5.882,0.71426073,0.775502835
GALK1,-0.086,0.086,2.782,0.734328458,0.792664597
FAM86B3P,0.086,0.086,0.383,0.788431319,0.838360614
ZNF662,-0.086,0.086,-0.57,0.960781135,0.980078968
LEPROTL1,0.085,0.085,4.634,0.434868037,0.51721999
RPS7,0.085,0.085,9.965,0.50944603,0.589692451
MEMO1,-0.085,0.085,5.939,0.526351396,0.605627627
CNST,0.085,0.085,3.893,0.533999447,0.61280887
EMC9,-0.085,0.085,3.363,0.537393169,0.616203942
FAM118A,-0.085,0.085,2.993,0.540266024,0.618871533
BNIP3L,-0.085,0.085,6.403,0.561012776,0.637862684
AMZ2,-0.085,0.085,6.137,0.572792178,0.648689379
CHEK2,-0.085,0.085,3.959,0.574455761,0.650144771
EMB,0.085,0.085,5.584,0.581889526,0.65694846
MMD,0.085,0.085,3.474,0.583833177,0.658510545
RC3H1,-0.085,0.085,4.728,0.587934699,0.662124441
UBB,-0.085,0.085,9.009,0.627736988,0.698868793
UBE2V1,0.085,0.085,5.29,0.655135331,0.723911916
IRF9,-0.085,0.085,5.109,0.658701919,0.727249813
SRSF5,-0.085,0.085,5.661,0.68957838,0.754936679
PLCXD1,-0.085,0.085,3.515,0.710132546,0.771995082
LEMD1,0.085,0.085,-0.114,0.710383959,0.772153512
