GENE_SYMBOL,adj.P.Val,P.Value,t,B,logFC,abs_logFC
LINC00266-1,0.005779222,0.001592347,-4.127835851,-1.493224414,-0.312785583,0.312785583
PSORS1C1,0.014638043,0.005125695,3.462139394,-2.681019103,0.312768072,0.312768072
TMEM95,0.018989421,0.007044454,3.284745914,-3.000806417,0.312764433,0.312764433
KCTD19,0.006212397,0.001747743,4.073817742,-1.58838982,0.312736525,0.312736525
AIFM3,0.013964335,0.004833321,-3.495036463,-2.621770813,-0.312698179,0.312698179
C19orf80,0.087804897,0.044356563,2.262195607,-4.803548736,0.312647067,0.312647067
GHDC,0.001734007,0.000316295,-5.103157904,0.168289566,-0.312635675,0.312635675
DTL,0.017957963,0.006570782,-3.323486437,-2.930950109,-0.312633458,0.312633458
TMEM99,0.03015729,0.012333498,2.974308014,-3.559403678,0.312621719,0.312621719
LMBRD1,0.00163033,0.000289633,-5.158665945,0.259179508,-0.31256041,0.31256041
ADCK2,0.004739148,0.00122676,-4.280251389,-1.226248029,-0.312522302,0.312522302
RABIF,0.000905285,0.00012531,-5.701277418,1.124891301,-0.312481576,0.312481576
CXorf23,0.002733671,0.000587639,4.720122287,-0.470228056,0.312389958,0.312389958
SNX12,0.003726745,0.000892256,4.468656365,-0.899651514,0.31230535,0.31230535
SLAMF1,0.013812609,0.004770687,3.502348516,-2.608605617,0.312299243,0.312299243
HGS,0.002565223,0.000539774,4.771921932,-0.382749326,0.312292694,0.312292694
TRIP12,0.003368675,0.000782869,4.546857619,-0.765285293,0.312237944,0.312237944
ZFAND6,0.001401106,0.00023414,-5.293890398,0.478809819,-0.312229746,0.312229746
NFATC4,0.043289774,0.0189411,-2.737042635,-3.982303424,-0.312209073,0.312209073
CCL24,0.067942866,0.032515102,-2.436698446,-4.50702182,-0.31213314,0.31213314
INHA,0.217681017,0.133343736,1.617616769,-5.810198324,0.312097463,0.312097463
STAT4,0.006572942,0.001875539,-4.033009845,-1.660459703,-0.312092902,0.312092902
CBR4,0.000865525,0.000117349,-5.744953101,1.192753311,-0.311944008,0.311944008
LRRC1,0.007468025,0.002212375,3.93792487,-1.828945529,0.31187889,0.31187889
ZNF41,0.005874573,0.001625504,-4.115862878,-1.514293964,-0.31184529,0.31184529
LOC149950,0.012565108,0.004241511,3.568364331,-2.48982287,0.311830638,0.311830638
C3orf17,0.006893217,0.002001491,-3.995523075,-1.726793473,-0.311765092,0.311765092
LOC154761,0.002917016,0.000641607,-4.666788905,-0.560653385,-0.311763,0.311763
NARS2,0.002091233,0.000407805,-4.944485784,-0.093844804,-0.311748775,0.311748775
GPR85,0.006666789,0.001913476,-4.021450394,-1.680901459,-0.311661333,0.311661333
FLAD1,0.003268572,0.000751089,-4.571737959,-0.722688755,-0.311629019,0.311629019
CABP4,0.183704818,0.108203198,1.744604682,-5.625999201,0.311626811,0.311626811
MYL6,0.000354273,0.0000286,-6.730681517,2.652171591,-0.311573176,0.311573176
ANKRD36BP2,0.005743854,0.001579236,-4.132641994,-1.4847706,-0.311555224,0.311555224
PARP9,0.131009889,0.07179497,1.986656979,-5.253960202,0.31147773,0.31147773
DTNB,0.019820932,0.007419709,-3.25589052,-3.052833695,-0.311476606,0.311476606
ALDH1A3,0.006715288,0.001932512,4.015739287,-1.691005292,0.3113729,0.3113729
DNER,0.090461393,0.045973089,-2.24194869,-4.837449263,-0.311366437,0.311366437
TRAF5,0.008771736,0.002704749,-3.82300512,-2.033530418,-0.311318877,0.311318877
ARMC1,0.00099006,0.000143,-5.613929697,0.988354552,-0.311303706,0.311303706
OR1F2P,0.028644264,0.011584614,3.008953414,-3.497264718,0.311262362,0.311262362
VAPB,0.004771826,0.001238295,4.27475333,-1.235837223,0.311242712,0.311242712
JAG2,0.053698657,0.024475712,2.594923979,-4.232465754,0.311225917,0.311225917
ZBTB17,0.002289933,0.000463043,4.865981912,-0.224789175,0.31119399,0.31119399
KIF5A,0.05528546,0.025375552,2.574863817,-4.267527668,0.311186379,0.311186379
ABO,0.054048216,0.024676217,-2.590392116,-4.240392595,-0.311156557,0.311156557
SEC22B,0.001612055,0.0002855,-5.167752707,0.274017836,-0.311131974,0.311131974
ZNFX1-AS1,0.000405981,0.0000357,-6.569000393,2.422167988,-0.311109416,0.311109416
FAM48A,0.001908903,0.000361789,-5.018969058,0.029630714,-0.311104908,0.311104908
DNAL1,0.107029621,0.056282521,-2.126862096,-5.027862472,-0.311064779,0.311064779
DPRXP4,0.02913449,0.011821293,-2.997766587,-3.517337223,-0.310987504,0.310987504
BNIP2,0.001708617,0.000309115,5.117605603,0.191987367,0.310947642,0.310947642
ADAMTSL2,0.026131405,0.010369253,3.07028233,-3.387099772,0.310908021,0.310908021
ZNF277,0.001081448,0.000161835,-5.532728359,0.860448311,-0.310902388,0.310902388
ARSA,0.003368495,0.000782696,4.546989696,-0.765058971,0.310853062,0.310853062
C20orf144,0.07587085,0.037050648,2.363554223,-4.632209271,0.310807738,0.310807738
FRZB,0.003319366,0.000766546,4.559501596,-0.743628751,0.310757505,0.310757505
TMX2,0.002896484,0.000635626,-4.672462978,-0.551016116,-0.310737612,0.310737612
TCL1B,0.029753094,0.012132448,-2.983397216,-3.543108888,-0.310703278,0.310703278
ERI3,0.035710623,0.015078045,-2.863217671,-3.758067446,-0.310683812,0.310683812
LOC283335,0.042337144,0.018443646,2.751773958,-3.956215385,0.310662467,0.310662467
SLC30A1,0.005879115,0.001627278,4.115229576,-1.515408803,0.310520805,0.310520805
MAL2,0.002318116,0.000470117,-4.856646861,-0.240414325,-0.310492174,0.310492174
SPIN4,0.02952282,0.012022113,2.988449802,-3.534048486,0.310483896,0.310483896
ASPSCR1,0.012209947,0.004093,3.588416448,-2.453774203,0.310483444,0.310483444
SNX6,0.002968566,0.000656951,-4.652483902,-0.584967945,-0.310444448,0.310444448
MARCKS,0.026815758,0.010705245,3.052632059,-3.418824642,0.310414332,0.310414332
CERK,0.003163351,0.000717489,-4.599274433,-0.675632359,-0.310333687,0.310333687
SHISA4,0.000894283,0.000123109,5.713050096,1.143210219,0.310326898,0.310326898
WIPF2,0.00149267,0.000256527,5.235633803,0.384502505,0.310275936,0.310275936
F5,0.022984039,0.008866436,-3.157017079,-3.231015803,-0.310260972,0.310260972
FIP1L1,0.001802921,0.000334412,5.06818795,0.11081164,0.31021252,0.31021252
OSTCP1,0.004340575,0.001091404,-4.349122001,-1.106405107,-0.31010273,0.31010273
SNRNP27,0.000949183,0.000134227,-5.655719902,1.05381458,-0.310096652,0.310096652
POGZ,0.005527308,0.001503873,4.161098554,-1.434762293,0.309912392,0.309912392
PSMD6,0.00043879,0.0000406,-6.477347338,2.290172821,-0.30990762,0.30990762
LCN9,0.005060702,0.001339487,4.2286947,-1.316292694,0.30990382,0.30990382
MGC57346,0.002660786,0.000567251,-4.741623438,-0.433875427,-0.3099028,0.3099028
CRELD2,0.000442943,0.0000413,6.465885544,2.273583457,0.30987736,0.30987736
PNMT,0.123830141,0.067025826,2.026465361,-5.19047682,0.30979728,0.30979728
DGKA,0.105894043,0.055517807,2.134681122,-5.015055343,0.309788995,0.309788995
CCDC157,0.000909263,0.00012605,-5.697363101,1.118796023,-0.309784786,0.309784786
APOL4,0.027663467,0.011100405,3.03257399,-3.454858588,0.309773026,0.309773026
TBL2,0.004992129,0.00131331,4.24025244,-1.296082858,0.309726306,0.309726306
ZHX2,0.065810084,0.031307373,2.457847425,-4.47060605,0.309650407,0.309650407
PIN1P1,0.001707507,0.000308709,-5.118432464,0.193342755,-0.309608422,0.309608422
LOC730081,0.009588061,0.003018932,-3.760484788,-2.145220747,-0.309589072,0.309589072
KIF3C,0.000984193,0.000141853,5.619238535,0.996684131,0.309583585,0.309583585
HYI,0.000575734,0.0000628,-6.170528173,1.839716974,-0.30957103,0.30957103
C5orf38,0.02638168,0.010492265,-3.063754262,-3.398835143,-0.309560342,0.309560342
TMEM5,0.000796333,0.000103605,-5.828348457,1.321572169,-0.309535906,0.309535906
TRAPPC2,0.015161852,0.00534821,3.438364395,-2.723854414,0.30953397,0.30953397
C18orf56,0.008143067,0.002465312,-3.87591577,-1.939215247,-0.309491278,0.309491278
DHRS7B,0.001313185,0.000213599,-5.352781293,0.573660137,-0.309467276,0.309467276
SDR39U1,0.001204094,0.000187936,-5.435407082,0.705913734,-0.309454934,0.309454934
WDFY3,0.001257247,0.000200131,5.39474601,0.640950857,0.30942697,0.30942697
PCDHA12,0.016421134,0.005900195,-3.383495468,-2.82275091,-0.309303639,0.309303639
LOC100132987,0.363511629,0.253457943,1.203428809,-6.345057596,0.309212451,0.309212451
YY1AP1,0.004995506,0.001314491,4.239725733,-1.297003558,0.30919756,0.30919756
RND3,0.031841278,0.013163089,2.938312173,-3.623880221,0.309136252,0.309136252
TFCP2,0.005166949,0.001376294,4.212835918,-1.344045612,0.309133736,0.309133736
FBXL5,0.015308124,0.005413712,-3.431558139,-2.736119368,-0.309045948,0.309045948
ELOF1,0.000899556,0.000124098,-5.707729223,1.134933112,-0.308981757,0.308981757
COL20A1,0.019160538,0.007120284,3.278790917,-3.011543962,0.308973204,0.308973204
TKT,0.009204923,0.002876966,3.787860253,-2.09628421,0.308954134,0.308954134
SAAL1,0.001849509,0.000346143,-5.046596636,0.075239855,-0.308929811,0.308929811
DVL2,0.005957622,0.00165634,4.104954165,-1.533502483,0.308915233,0.308915233
CIRH1A,0.00332526,0.000768687,-4.557827473,-0.746495074,-0.30886402,0.30886402
SNORD3B-1,0.013120549,0.004477834,-3.537895655,-2.544627009,-0.308863627,0.308863627
KDM2A,0.004433432,0.001122551,4.332513797,-1.135258268,0.308812034,0.308812034
DNAJC8,0.003583797,0.000846514,-4.500064757,-0.845598351,-0.308741674,0.308741674
CYP4X1,0.012777741,0.004329388,-3.556835706,-2.510555481,-0.308716722,0.308716722
STK32C,0.029798332,0.012157007,2.982278864,-3.545114119,0.30861208,0.30861208
STT3B,0.002310732,0.000468281,-4.859055437,-0.236381716,-0.30859774,0.30859774
CNTD2,0.368250662,0.257485196,-1.192662421,-6.357417436,-0.30855754,0.30855754
SUCLG2,0.00095245,0.000134996,-5.651943134,1.047908922,-0.308522652,0.308522652
KRT79,0.127105454,0.069241876,2.00765009,-5.220555569,0.30851074,0.30851074
SPSB2,0.001042509,0.000153927,5.565534334,0.912236633,0.3084988,0.3084988
SLCO1A2,0.018178769,0.006675012,3.31472314,-2.946752089,0.308406716,0.308406716
MACF1,0.00629908,0.001777852,4.063930704,-1.605837339,0.308343786,0.308343786
C9orf167,0.044871535,0.019755467,2.713734702,-4.023524393,0.308325219,0.308325219
ADIPOR1,0.006498913,0.00184644,-4.042042249,-1.644494959,-0.308320642,0.308320642
GPX7,0.001363334,0.000225272,-5.318617888,0.518695569,-0.308294963,0.308294963
SLC9A7,0.048901079,0.021894537,2.656767587,-4.123966529,0.308228717,0.308228717
EIF5B,0.000618303,0.0000702,-6.092840861,1.723545367,-0.308147056,0.308147056
EFR3A,0.000472979,0.0000461,6.387296563,2.159340703,0.30812465,0.30812465
LOC100130890,0.006634792,0.001900015,-4.02552449,-1.673695487,-0.308099498,0.308099498
PWP1,0.00556715,0.001516623,-4.156181348,-1.443397954,-0.308079202,0.308079202
ZNF271,0.029397984,0.011957495,-2.991430515,-3.52870265,-0.308079198,0.308079198
SUOX,0.003002694,0.000669132,-4.641373995,-0.603869329,-0.307970496,0.307970496
ZNF238,0.05439653,0.024871903,-2.586003914,-4.248064906,-0.307898854,0.307898854
FAM18B2-CDRT4,0.006072059,0.001695807,-4.091296103,-1.557567886,-0.307880048,0.307880048
FAM96B,0.001198567,0.000186632,-5.439920951,0.713110957,-0.307877462,0.307877462
LOC100130579,0.003827376,0.000925358,-4.446961645,-0.937054875,-0.307814498,0.307814498
FAM36A,0.016043587,0.005730692,-3.399766728,-2.793418638,-0.307807487,0.307807487
DENR,0.029492636,0.012006364,-2.989174762,-3.532748339,-0.30765515,0.30765515
STRN,0.023982605,0.00934167,3.128078524,-3.28312237,0.307644357,0.307644357
FAM103A1,0.000600688,0.000067,-6.125133834,1.771939766,-0.307613292,0.307613292
FLT4,0.00329426,0.0007593,4.565205153,-0.733866041,0.307566939,0.307566939
C16orf11,0.414602563,0.300087845,1.086126147,-6.474988639,0.307559219,0.307559219
PALM3,0.014730432,0.005169269,3.457401611,-2.689554156,0.307531704,0.307531704
SAR1B,0.000872037,0.000118692,-5.737368241,1.180987763,-0.30752782,0.30752782
NEK6,0.001831118,0.00034152,5.055010988,0.0891101,0.307526553,0.307526553
FAM124B,0.008285773,0.002520427,3.863279684,-1.961721319,0.307468726,0.307468726
C6orf35,0.003051154,0.000684312,-4.627823284,-0.626944024,-0.307323244,0.307323244
SLC9A3R2,0.003825334,0.000924528,4.447495519,-0.936133782,0.307297284,0.307297284
LOC154872,0.526483695,0.410332385,-0.855019862,-6.698447044,-0.307288231,0.307288231
TMIE,0.007542917,0.002240088,3.930782135,-1.841632145,0.307281185,0.307281185
KRT35,0.010692677,0.003462043,3.682871106,-2.284207102,0.307241549,0.307241549
EPDR1,0.012707471,0.004299993,3.560665082,-2.503668334,0.307184526,0.307184526
RHBDD3,0.005757671,0.001584553,4.130687837,-1.488207617,0.307162904,0.307162904
SLC6A4,0.009426077,0.002959546,3.771771234,-2.1250393,0.307133003,0.307133003
RAB9BP1,0.012201346,0.004088462,-3.589040853,-2.452651938,-0.307064516,0.307064516
RNASEH2B,0.00440911,0.001114842,-4.336579147,-1.128192809,-0.30704,0.30704
FAM159B,0.121582597,0.065602659,-2.03885763,-5.170595433,-0.306977834,0.306977834
SLC25A23,0.006780745,0.001959888,4.007627862,-1.705360505,0.306973548,0.306973548
NLE1,0.037281496,0.015869789,2.834919434,-3.808504271,0.306926916,0.306926916
CREG1,0.00138778,0.000230734,-5.303268277,0.49394656,-0.306919,0.306919
SLC24A2,0.012891531,0.004380786,3.550203501,-2.522484795,0.30690101,0.30690101
LCN2,0.026777877,0.01068516,-3.053671347,-3.416957024,-0.306899058,0.306899058
SLC39A7,0.256519819,0.163298651,1.491337122,-5.984680475,0.306733888,0.306733888
ISCU,0.000969012,0.000138394,-5.635520449,1.022205384,-0.306725908,0.306725908
RPF2,0.000720465,0.000089,-5.930926002,1.478655897,-0.306704462,0.306704462
HIST1H2AL,0.003640752,0.000864021,-4.487838441,-0.866625814,-0.306650437,0.306650437
KCNG3,0.029260347,0.011889508,2.994584152,-3.523046075,0.306612853,0.306612853
FERMT2,0.12161838,0.065629094,-2.038625166,-5.170968894,-0.306576457,0.306576457
TMEM11,0.000891251,0.000122509,-5.7163001,1.148263906,-0.306433358,0.306433358
SMAD5-AS1,0.001453029,0.000246819,-5.260208315,0.42434226,-0.30636942,0.30636942
SELT,0.003473573,0.00081315,-4.524115988,-0.804285361,-0.306368662,0.306368662
CISD2,0.002403532,0.000493778,-4.826466049,-0.291009739,-0.306367952,0.306367952
LOC440910,0.027768709,0.011149144,3.030149958,-3.45921189,0.306353765,0.306353765
ADAM28,0.006434947,0.001824495,-4.048952313,-1.632286329,-0.306347792,0.306347792
LOC728739,0.000706477,0.0000863,-5.952178252,1.511012588,-0.306347392,0.306347392
CARTPT,0.027501403,0.011020063,3.036593246,-3.447639743,0.30632528,0.30632528
SCGB1D2,0.074447288,0.036225618,2.376189954,-4.610670439,0.306249853,0.306249853
RAB20,0.006953442,0.002022034,-3.989641925,-1.737211246,-0.306244661,0.306244661
PYGB,0.017453837,0.006347966,3.342704521,-2.896296635,0.306225712,0.306225712
LOC100132292,0.055322692,0.025395883,2.574418687,-4.268304913,0.306224618,0.306224618
GCNT2,0.076286524,0.037304333,2.359723535,-4.638731566,0.30622414,0.30622414
SLCO5A1,0.026704678,0.01065207,3.055387952,-3.413872141,0.306187128,0.306187128
C4orf7,0.390927882,0.278312885,1.139001419,-6.417725109,0.306179521,0.306179521
CLEC4A,0.020992833,0.007944514,-3.217928483,-3.121267136,-0.306161705,0.306161705
FBXO36,0.018326033,0.006739826,-3.309343822,-2.95645209,-0.306126154,0.306126154
SLC15A3,0.151170149,0.085460945,1.884852621,-5.413501864,0.306122783,0.306122783
ATG4A,0.001446598,0.000245027,-5.264857986,0.431870729,-0.306100678,0.306100678
CCDC43,0.006502788,0.001847732,-4.04163825,-1.645208873,-0.306088238,0.306088238
ADK,0.001184773,0.000183329,-5.451499961,0.73156012,-0.306087482,0.306087482
MEGF6,0.006646486,0.001905506,-4.023858903,-1.676641283,-0.305991669,0.305991669
POMP,0.022934595,0.008842658,-3.158505933,-3.2283343,-0.305952216,0.305952216
INHBE,0.41209517,0.297765839,-1.091622142,-6.469138414,-0.305935382,0.305935382
CC2D1B,0.001984456,0.000381588,4.985763113,-0.02532444,0.305931526,0.305931526
GJD4,0.003337421,0.000773356,4.554192371,-0.752720018,0.305906505,0.305906505
LOC729668,0.010848748,0.003522577,-3.673070719,-2.301780844,-0.305848616,0.305848616
CXCL12,0.002665645,0.000568638,4.740135542,-0.436389155,0.305806693,0.305806693
LOC100130597,0.014398964,0.005019881,3.473818214,-2.659982143,0.305774778,0.305774778
DENND4A,0.0227643,0.008762271,-3.163569477,-3.219214138,-0.305767316,0.305767316
C6orf174,0.014219047,0.004941064,-3.482682297,-2.644017618,-0.305721651,0.305721651
SDF4,0.003675282,0.000875665,4.47984976,-0.88037466,0.305615721,0.305615721
RTCD1,0.007653677,0.00228397,3.919656676,-1.861400718,0.30560017,0.30560017
CCPG1,0.010365325,0.003330377,-3.704811319,-2.244883154,-0.305599084,0.305599084
SRPX2,0.003108584,0.000701383,-4.612956657,-0.652285637,-0.305542196,0.305542196
ZNF549,0.006094897,0.001704864,-4.088208297,-1.56301098,-0.305496904,0.305496904
TPSD1,0.441712922,0.325198147,1.028645463,-6.534727555,0.305495978,0.305495978
MYO1A,0.016544895,0.005952419,3.378578186,-2.831615939,0.305486898,0.305486898
HMGB1,0.000491734,0.0000492,-6.341215981,2.09195081,-0.305481174,0.305481174
GFM2,0.0045604,0.001165924,-4.310170131,-1.174122998,-0.305448066,0.305448066
ERI2,0.005509947,0.001497173,-4.163700015,-1.43019453,-0.305362685,0.305362685
LOC143666,0.00130587,0.000212144,-5.357176588,0.580719673,-0.305287022,0.305287022
PEX16,0.006933358,0.002015178,3.991597834,-1.733746257,0.305282248,0.305282248
DBI,0.002136974,0.000420356,-4.925703311,-0.125099325,-0.30527245,0.30527245
OBSCN,0.017537369,0.006388624,3.339146971,-2.902711404,0.305260552,0.305260552
PGM3,0.029160349,0.011838566,-2.996959005,-3.518785974,-0.30521354,0.30521354
FAM200B,0.002854072,0.000622465,-4.685148069,-0.529485426,-0.305188109,0.305188109
HMOX1,0.201164254,0.12102747,1.676889118,-5.725255646,0.305155179,0.305155179
KIAA1274,0.026294192,0.010447717,3.066109412,-3.394601566,0.305148664,0.305148664
SLC16A13,0.015326923,0.005420809,3.430825705,-2.737439276,0.305074103,0.305074103
OSBPL8,0.005452496,0.001475643,-4.172142289,-1.415375786,-0.305057396,0.305057396
TRIM58,0.020222943,0.007595677,3.24286616,-3.076314586,0.30504389,0.30504389
TLR3,0.038636001,0.016564108,-2.811238204,-3.850651161,-0.305041637,0.305041637
CTSH,0.000523348,0.0000539,-6.277407978,1.998141213,-0.305032814,0.305032814
BCOR,0.007252208,0.002132795,3.958963921,-1.791600621,0.304892051,0.304892051
ATP2B2,0.006287869,0.00177395,4.065201919,-1.603593547,0.304867711,0.304867711
RASAL1,0.072498342,0.03510095,2.393870615,-4.580469467,0.304857598,0.304857598
POLR3GL,0.001063481,0.000158217,-5.547523287,0.883822935,-0.304825698,0.304825698
NICN1,0.000753451,0.0000949,-5.887244245,1.411947251,-0.304807911,0.304807911
GUK1,0.010865481,0.003528647,-3.672097552,-2.303526169,-0.304790662,0.304790662
DNAJC15,0.003107532,0.000700873,-4.613395672,-0.651536902,-0.304781726,0.304781726
LOC100131792,0.081354581,0.040356659,2.315505388,-4.713759786,0.304739767,0.304739767
CD1E,0.036754474,0.015605191,2.844216845,-3.791941706,0.30471515,0.30471515
EPHX2,0.01182592,0.003928188,-3.61156324,-2.41218263,-0.304691616,0.304691616
C1orf56,0.018718816,0.006923225,3.294402745,-2.983393681,0.304686596,0.304686596
ADD2,0.02747781,0.011008999,3.037149074,-3.446641372,0.304632433,0.304632433
LIMA1,0.002379176,0.000486727,-4.835298178,-0.276191116,-0.30458968,0.30458968
CCDC106,0.001435096,0.000241797,5.273326911,0.445575332,0.30451586,0.30451586
PPIAL4G,0.090144949,0.045802837,2.244048727,-4.833938364,0.304504728,0.304504728
AP1S1,0.004835162,0.001258981,-4.265026112,-1.252810331,-0.304464834,0.304464834
TMEM120B,0.006641675,0.001902975,4.024626107,-1.675284357,0.30446408,0.30446408
SLAMF8,0.009014194,0.002801434,3.802999202,-2.069242415,0.304464021,0.304464021
BBX,0.00070822,0.0000867,-5.948899082,1.506024245,-0.304458426,0.304458426
CDS1,0.003362971,0.000781247,-4.548101155,-0.763154517,-0.304448504,0.304448504
RELL2,0.005269275,0.001412306,4.197741627,-1.370484394,0.304448076,0.304448076
DNALI1,0.173096693,0.100590548,-1.788294373,-5.56076917,-0.304421446,0.304421446
SH3D21,0.045789408,0.020236055,2.700422153,-4.047036456,0.304411772,0.304411772
FAM123B,0.01807627,0.006626253,3.318805171,-2.93939136,0.304351813,0.304351813
C3orf25,0.046547899,0.020645912,2.689313683,-4.066637546,0.304324807,0.304324807
C19orf42,0.000585369,0.0000644,-6.153079653,1.813699678,-0.304323892,0.304323892
KIF13A,0.006772429,0.001956894,-4.008509157,-1.703800557,-0.304302768,0.304302768
PLCD1,0.007361836,0.002173367,3.948137884,-1.810812684,0.30427073,0.30427073
