Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Carcinoma in situ of uterine cervix	1/47	0.22491382953968267	0.7121305144059282	0	0	3.9401103230890464	5.878794050263403	OAS3
Disseminated neuroblastoma	1/47	0.22491382953968267	0.7119011648038651	0	0	3.9401103230890464	5.878794050263403	IL6
Foot dorsiflexor weakness	1/47	0.22491382953968267	0.7116719628834518	0	0	3.9401103230890464	5.878794050263403	TYMP
FRAGILE X TREMOR/ATAXIA SYNDROME	1/47	0.22491382953968267	0.7114429085020925	0	0	3.9401103230890464	5.878794050263403	MIR221
Hand deformities	1/47	0.22491382953968267	0.7112140015173749	0	0	3.9401103230890464	5.878794050263403	TYMP
Hemoglobinopathies	1/47	0.22491382953968267	0.7109852417870702	0	0	3.9401103230890464	5.878794050263403	CSF3
Kidney damage	1/47	0.22491382953968267	0.7107566291691322	0	0	3.9401103230890464	5.878794050263403	SAA1
Male sterility	1/47	0.22491382953968267	0.7105281635216976	0	0	3.9401103230890464	5.878794050263403	SOD2
Muscular Atrophy	1/47	0.22491382953968267	0.7102998447030853	0	0	3.9401103230890464	5.878794050263403	TNF
Peripheral demyelinating neuropathy	1/47	0.22491382953968267	0.710071672571796	0	0	3.9401103230890464	5.878794050263403	TYMP
Anaplastic astrocytoma	2/166	0.22592705172461391	0.7130414464834636	0	0	2.2311468094600624	3.318927067813712	MMP9;TYMP
Malignant neoplasm of brain	2/166	0.22592705172461391	0.7128125407221526	0	0	2.2311468094600624	3.318927067813712	BST2;SOD2
Epilepsies, Partial	1/48	0.22910914776323044	0.7226202516742711	0	0	3.858024691358024	5.685018368795559	MMP9
Corneal Neovascularization	1/48	0.22910914776323044	0.7223884197038912	0	0	3.858024691358024	5.685018368795559	ICAM1
Cutis marmorata	1/48	0.22910914776323044	0.7221567364390727	0	0	3.858024691358024	5.685018368795559	MYLK
Embryonal Neoplasm	1/48	0.22910914776323044	0.7219252017367839	0	0	3.858024691358024	5.685018368795559	MIR221
Paresthesia	1/48	0.22910914776323044	0.7216938154541759	0	0	3.858024691358024	5.685018368795559	TYMP
Psychotic symptom	1/48	0.22910914776323044	0.7214625774485834	0	0	3.858024691358024	5.685018368795559	IL6
Childhood Leukemia	2/168	0.22990477113431468	0.7237360956784256	0	0	2.204585537918871	3.240939361426422	STAT5A;CSF2
Papillary Renal Cell Carcinoma	2/169	0.23189549015319444	0.7297690929316666	0	0	2.1915406530791146	3.2028675921260037	IL6;SOD2
Central nervous system demyelination	1/49	0.2332819671059828	0.7338973024064018	0	0	3.7792894935752073	5.500783816386176	TLR2
Congenital absence of germinal epithelium of testes	1/49	0.2332819671059828	0.7336624552696318	0	0	3.7792894935752073	5.500783816386176	IL1A
Dental Enamel Hypoplasia	1/49	0.2332819671059828	0.733427758386948	0	0	3.7792894935752073	5.500783816386176	CYP27B1
Malignant hyperpyrexia due to anesthesia	1/49	0.2332819671059828	0.7331932116141987	0	0	3.7792894935752073	5.500783816386176	IL6
Multiple Endocrine Neoplasia	1/49	0.2332819671059828	0.7329588148074166	0	0	3.7792894935752073	5.500783816386176	IFI27
Small Lymphocytic Lymphoma	1/50	0.23743240698267418	0.7457608487777955	0	0	3.7037037037037037	5.32545295626867	LTB
Sudden Cardiac Death	1/50	0.23743240698267418	0.7455225865257897	0	0	3.7037037037037037	5.32545295626867	RBM20
stage, prostate cancer	1/50	0.23743240698267418	0.7452844764694098	0	0	3.7037037037037037	5.32545295626867	IL6
Varicella zoster	1/50	0.23743240698267418	0.7450465184628742	0	0	3.7037037037037037	5.32545295626867	CSF2
Atypical Ductal Breast Hyperplasia	1/50	0.23743240698267418	0.7448087123605879	0	0	3.7037037037037037	5.32545295626867	STAT5A
Congenital cerebral hernia	1/50	0.23743240698267418	0.7445710580171416	0	0	3.7037037037037037	5.32545295626867	NID1
Dyspnea on exertion	1/50	0.23743240698267418	0.7443335552873116	0	0	3.7037037037037037	5.32545295626867	MYLK
Erythroblastosis	1/50	0.23743240698267418	0.7440962040260592	0	0	3.7037037037037037	5.32545295626867	MIR221
Hypercalciuria	1/50	0.23743240698267418	0.743859004088531	0	0	3.7037037037037037	5.32545295626867	IL1A
Idiopathic generalized epilepsy	1/50	0.23743240698267418	0.7436219553300579	0	0	3.7037037037037037	5.32545295626867	IL6
Li-Fraumeni Syndrome	1/50	0.23743240698267418	0.7433850576061555	0	0	3.7037037037037037	5.32545295626867	IRF7
Lymphedema	1/50	0.23743240698267418	0.7431483107725229	0	0	3.7037037037037037	5.32545295626867	IL6
Moyamoya Disease	1/50	0.23743240698267418	0.7429117146850436	0	0	3.7037037037037037	5.32545295626867	IL1B
Opiate Addiction	1/50	0.23743240698267418	0.7426752691997842	0	0	3.7037037037037037	5.32545295626867	IL1B
Cockayne Syndrome, Type I	1/51	0.24156058641335057	0.7553475797869581	0	0	3.6310820624546114	5.158442127581279	IL6
Tachycardia, Ventricular	1/51	0.24156058641335057	0.7551073292844813	0	0	3.6310820624546114	5.158442127581279	EDN1
Albinism	1/51	0.24156058641335057	0.7548672315645181	0	0	3.6310820624546114	5.158442127581279	MRGPRX3
Angioimmunoblastic Lymphadenopathy	1/51	0.24156058641335057	0.7546272864813761	0	0	3.6310820624546114	5.158442127581279	IL6
Autoimmune Primary Adrenal Insufficiency	1/51	0.24156058641335057	0.7543874938895485	0	0	3.6310820624546114	5.158442127581279	CYP27B1
Bicuspid aortic valve	1/51	0.24156058641335057	0.7541478536437133	0	0	3.6310820624546114	5.158442127581279	MMP9
Breast Diseases	1/51	0.24156058641335057	0.7539083655987328	0	0	3.6310820624546114	5.158442127581279	MMP9
Congenital adrenal hyperplasia	1/51	0.24156058641335057	0.7536690296096538	0	0	3.6310820624546114	5.158442127581279	CYP4F3
Epistaxis	1/51	0.24156058641335057	0.7534298455317072	0	0	3.6310820624546114	5.158442127581279	ITGB3
Frequent nosebleeds	1/51	0.24156058641335057	0.7531908132203076	0	0	3.6310820624546114	5.158442127581279	ITGB3
Gingival Hyperplasia	1/51	0.24156058641335057	0.7529519325310527	0	0	3.6310820624546114	5.158442127581279	PDGFB
Metaplasia	1/51	0.24156058641335057	0.7527132033197239	0	0	3.6310820624546114	5.158442127581279	MMP9
Azoospermia	2/174	0.24186488445916798	0.7534225307336618	0	0	2.1285653469561514	3.0212346475735914	NANOS1;CFB
Drug Dependence	2/175	0.2438614453454538	0.759401230942687	0	0	2.1164021164021163	2.986571559618906	CXCL14;MMP9
Carcinomatosis of peritoneal cavity	1/52	0.245666623643169	0.7647803538692002	0	0	3.561253561253561	4.999215992131394	HBEGF
Drug usage	1/52	0.245666623643169	0.7645381814962207	0	0	3.561253561253561	4.999215992131394	IL1B
Friedreich Ataxia	1/52	0.245666623643169	0.7642961624454147	0	0	3.561253561253561	4.999215992131394	PPARGC1A
Hypocalcemia	1/52	0.245666623643169	0.764054296571223	0	0	3.561253561253561	4.999215992131394	CYP27B1
Malignant ascites	1/52	0.245666623643169	0.7638125837282711	0	0	3.561253561253561	4.999215992131394	HBEGF
Liver Failure	2/176	0.2458587442152427	0.7641681651320067	0	0	2.1043771043771042	2.9524371180111686	IL1B;TNF
Hemoglobin low	2/177	0.24785671552100325	0.7701346190769586	0	0	2.092487968194183	2.918820798871585	ITGB3;BIRC3
Hyperparathyroidism, Primary	1/53	0.24975063629459984	0.7757741003487127	0	0	3.494060097833682	4.8472827174374356	IL6
Turner Syndrome, Male	1/53	0.24975063629459984	0.7755289900484447	0	0	3.494060097833682	4.8472827174374356	STAT5A
Bradycardia	1/53	0.24975063629459984	0.7752840345872796	0	0	3.494060097833682	4.8472827174374356	EDN1
Choreoathetosis	1/53	0.24975063629459984	0.7750392338185434	0	0	3.494060097833682	4.8472827174374356	CSF2
Hypophosphatemia	1/53	0.24975063629459984	0.7747945875957473	0	0	3.494060097833682	4.8472827174374356	CYP27B1
Mental deterioration	1/53	0.24975063629459984	0.7745500957725867	0	0	3.494060097833682	4.8472827174374356	PDGFB
Nodular glomerulosclerosis	1/53	0.24975063629459984	0.7743057582029423	0	0	3.494060097833682	4.8472827174374356	SOD2
Dyschezia	2/178	0.24985529443157498	0.7743859456554774	0	0	2.0807324178110695	2.8857123407737686	BIRC3;TYMP
Gastrointestinal Stromal Tumors	3/323	0.2537261349632412	0.7861350739025014	0	0	1.719986240110079	2.358960788536306	IFI27;MIR221;HBEGF
Hemophilia, NOS	1/54	0.25381274145450977	0.7861555698124557	0	0	3.429355281207133	4.702189719566254	TNF
Xeroderma Pigmentosum, Complementation Group D	1/54	0.25381274145450977	0.7859078837476124	0	0	3.429355281207133	4.702189719566254	ICAM1
Dizziness	1/54	0.25381274145450977	0.7856603537054873	0	0	3.429355281207133	4.702189719566254	PDGFB
Drug Withdrawal Symptoms	1/54	0.25381274145450977	0.7854129795387034	0	0	3.429355281207133	4.702189719566254	MMP9
Pancreatic Diseases	1/54	0.25381274145450977	0.7851657611000699	0	0	3.429355281207133	4.702189719566254	IL6
Ciliopathies	2/181	0.2558540384799343	0.7912314317749511	0	0	2.046245140167792	2.7893352962852496	TNFSF14;TNF
Bone Diseases, Developmental	1/55	0.257853055534351	0.7971625762162949	0	0	3.3670033670033668	4.563519893971109	IL6
Spastic Quadriplegia	1/55	0.257853055534351	0.796911896160881	0	0	3.3670033670033668	4.563519893971109	IL6
Scoliosis, unspecified	1/55	0.257853055534351	0.7966613737163162	0	0	3.3670033670033668	4.563519893971109	IL6
Bone pain	1/55	0.257853055534351	0.7964110087340043	0	0	3.3670033670033668	4.563519893971109	CYP27B1
Immunoglobulin A deficiency (disorder)	1/55	0.257853055534351	0.7961608010655362	0	0	3.3670033670033668	4.563519893971109	TNF
Proteinuria	2/184	0.26185598041493957	0.8082665124114403	0	0	2.0128824476650564	2.6971832114138796	SAA1;ICAM1
Adult Cholangiocarcinoma	1/56	0.2618716943194929	0.8080612281858639	0	0	3.3068783068783065	4.430888265572294	MMP9
Paralysed	1/56	0.2618716943194929	0.8078075994262325	0	0	3.3068783068783065	4.430888265572294	PPARGC1A
Parathyroid Neoplasms	1/56	0.2618716943194929	0.8075541298311819	0	0	3.3068783068783065	4.430888265572294	CYP27B1
Malignant neoplasm of testis	2/185	0.2638570526062034	0.8134213027019345	0	0	2.002002002002002	2.6673629427086634	CSF2;ICAM1
MIXED LINEAGE LEUKEMIA	2/185	0.2638570526062034	0.813166231738403	0	0	2.002002002002002	2.6673629427086634	ITGB3;TNF
Sentinel node (disorder)	1/57	0.26586877302149037	0.81910918534646	0	0	3.248862897985705	4.3039390072632155	ICAM1
Bleeding tendency	1/57	0.26586877302149037	0.8188524917753706	0	0	3.248862897985705	4.3039390072632155	ITGB3
Hyperaldosteronism	1/57	0.26586877302149037	0.8185959590398519	0	0	3.248862897985705	4.3039390072632155	EDN1
Obsessive compulsive behavior	1/57	0.26586877302149037	0.8183395869887903	0	0	3.248862897985705	4.3039390072632155	TNF
Craniofacial Abnormalities	2/187	0.26785947554947903	0.8242088057921978	0	0	1.9805902158843334	2.6090171934101893	EDN1;MMP13
Recurrent bacterial infection	1/58	0.26984440623775807	0.8300565960891036	0	0	3.1928480204342273	4.182342781885271	C3
Respiratory Tract Diseases	1/58	0.26984440623775807	0.8297968787561597	0	0	3.1928480204342273	4.182342781885271	TNF
SCHIZOPHRENIA 1 (disorder)	1/58	0.26984440623775807	0.8295373238988697	0	0	3.1928480204342273	4.182342781885271	MAP3K8
Substance Withdrawal Syndrome	1/58	0.26984440623775807	0.8292779313648174	0	0	3.1928480204342273	4.182342781885271	MMP9
Carcinoma of Male Breast	1/58	0.26984440623775807	0.8290187010017775	0	0	3.1928480204342273	4.182342781885271	MMP9
Congenital aneurysm of ascending aorta	1/58	0.26984440623775807	0.8287596326577145	0	0	3.1928480204342273	4.182342781885271	MYLK
Cutis Laxa	1/58	0.26984440623775807	0.828500726180783	0	0	3.1928480204342273	4.182342781885271	MMP9
Extrapyramidal Disorders	1/58	0.26984440623775807	0.8282419814193274	0	0	3.1928480204342273	4.182342781885271	PDGFB
Increased susceptibility to bacterial infections	1/58	0.26984440623775807	0.8279833982218815	0	0	3.1928480204342273	4.182342781885271	C3
Intestinal Cancer	1/58	0.26984440623775807	0.827724976437168	0	0	3.1928480204342273	4.182342781885271	MMP9
Large cell carcinoma of lung	1/58	0.26984440623775807	0.8274667159140987	0	0	3.1928480204342273	4.182342781885271	S100A12
Nerve Sheath Tumors	1/58	0.26984440623775807	0.8272086165017737	0	0	3.1928480204342273	4.182342781885271	MMP13
Oncocytic Neoplasm	1/58	0.26984440623775807	0.8269506780494812	0	0	3.1928480204342273	4.182342781885271	MIR221
Prone to bacterial infection	1/58	0.26984440623775807	0.8266929004066977	0	0	3.1928480204342273	4.182342781885271	C3
Malignant Peripheral Nerve Sheath Tumor	2/188	0.26986070890691527	0.8264852125700104	0	0	1.9700551615445232	2.5804754650111503	MMP13;TNF
Triglycerides measurement	3/336	0.27265768101516846	0.8347911803791513	0	0	1.6534391534391533	2.1487073186220473	C3;MMP13;ITGB3
Skin Abnormalities	1/59	0.2737987080032929	0.8380235759129128	0	0	3.138731952291274	4.0657943656614	SOD2
Paraparesis, Spastic	1/59	0.2737987080032929	0.8377626719353558	0	0	3.138731952291274	4.0657943656614	CSF2
Urinary Incontinence	1/59	0.2737987080032929	0.8375019303630136	0	0	3.138731952291274	4.0657943656614	PDGFB
Waddling gait	1/59	0.2737987080032929	0.8372413510442945	0	0	3.138731952291274	4.0657943656614	MMP13
Well Differentiated Pancreatic Endocrine Tumor	1/59	0.2737987080032929	0.8369809338277956	0	0	3.138731952291274	4.0657943656614	MRGPRX3
Anaplastic Oligodendroglioma	1/59	0.2737987080032929	0.8367206785623018	0	0	3.138731952291274	4.0657943656614	PDGFB
Forgetful	1/59	0.2737987080032929	0.8364605850967867	0	0	3.138731952291274	4.0657943656614	PDGFB
Hemorrhagic Disorders	1/59	0.2737987080032929	0.836200653280411	0	0	3.138731952291274	4.0657943656614	C3
Nephrocalcinosis	1/59	0.2737987080032929	0.8359408829625233	0	0	3.138731952291274	4.0657943656614	CYP27B1
Muscle Weakness	3/339	0.27705023420239583	0.8456054974351387	0	0	1.6388069485414618	2.1035012099733055	CSF3;CSF2;SPRR2A
Absence Epilepsy	1/60	0.277731791604688	0.8474225544523049	0	0	3.0864197530864197	3.9540105228090687	MMP9
Cerebral calcification	1/60	0.277731791604688	0.8471595431070372	0	0	3.0864197530864197	3.9540105228090687	PDGFB
Ganglioglioma	1/61	0.2816437699407288	0.8588256192918036	0	0	3.0358227079538556	3.846728092739997	LIF
Leukoplakia	1/61	0.2816437699407288	0.8585592341741572	0	0	3.0358227079538556	3.846728092739997	KRT4
Noonan Syndrome	1/61	0.2816437699407288	0.8582930142565838	0	0	3.0358227079538556	3.846728092739997	STAT5A
Gait abnormality	2/195	0.2838644293245967	0.8647921920031422	0	0	1.899335232668566	2.391754067098443	MMP13;PDGFB
Xerostomia	1/62	0.2855347551569803	0.8696112716711504	0	0	2.986857825567503	3.743702278807955	PPARGC1A
Marijuana Abuse	1/62	0.2855347551569803	0.8693418753664195	0	0	2.986857825567503	3.743702278807955	IL1B
Phyllodes Tumor	1/62	0.2855347551569803	0.8690726459222057	0	0	2.986857825567503	3.743702278807955	MMP9
Precursor cell lymphoblastic lymphoma	1/62	0.2855347551569803	0.8688035831835301	0	0	2.986857825567503	3.743702278807955	TNF
Viral hepatitis	1/63	0.28940485886578443	0.8803067016196006	0	0	2.939447383891828	3.6447051013501097	TNF
Difficulty walking	1/63	0.28940485886578443	0.8800343294965747	0	0	2.939447383891828	3.6447051013501097	CYP27B1
Dystrophia myotonica 2	1/63	0.28940485886578443	0.8797621258685213	0	0	2.939447383891828	3.6447051013501097	TNF
Neuro-degenerative disease	1/63	0.28940485886578443	0.8794900905791372	0	0	2.939447383891828	3.6447051013501097	PPARGC1A
Aplasia Cutis Congenita	2/199	0.2918578624845159	0.8866705015449218	0	0	1.8611576400521124	2.2919939838809977	BCL2A1;MMP9
Extrapyramidal sign	1/64	0.2932541921172858	0.8906372682721524	0	0	2.893518518518518	3.549524005152246	CYP4F3
Multiple Endocrine Neoplasia Type 2a	1/64	0.2932541921172858	0.8903621254645304	0	0	2.893518518518518	3.549524005152246	S100A12
Nephronophthisis	1/64	0.2932541921172858	0.8900871526030528	0	0	2.893518518518518	3.549524005152246	TNF
Oligohydramnios	1/64	0.2932541921172858	0.8898123495303134	0	0	2.893518518518518	3.549524005152246	PDGFB
Osteopetrosis	1/64	0.2932541921172858	0.8895377160891004	0	0	2.893518518518518	3.549524005152246	TNF
Polyp of large intestine	1/64	0.2932541921172858	0.8892632521223959	0	0	2.893518518518518	3.549524005152246	TNF
Rhabdomyolysis	1/65	0.29708286528502315	0.9005954349232596	0	0	2.849002849002849	3.457960602282521	TYMP
Multiple, subcutaneous nodules	1/65	0.29708286528502315	0.9003177305029934	0	0	2.849002849002849	3.457960602282521	PDGFB
Subcutaneous nodule	1/65	0.29708286528502315	0.9000401972938371	0	0	2.849002849002849	3.457960602282521	PDGFB
Lymphocytosis	1/65	0.29708286528502315	0.8997628351375062	0	0	2.849002849002849	3.457960602282521	CSF2
Melanocytic nevus of skin	1/65	0.29708286528502315	0.8994856438759111	0	0	2.849002849002849	3.457960602282521	XAF1
Addison Disease	1/66	0.3008909882822446	0.9107350270520173	0	0	2.8058361391694726	3.3698295314426887	CYP27B1
Beckwith-Wiedemann Syndrome	1/66	0.3008909882822446	0.9104546283367918	0	0	2.8058361391694726	3.3698295314426887	S100A8
Cleft palate with cleft lip	1/66	0.3008909882822446	0.9101744022277316	0	0	2.8058361391694726	3.3698295314426887	MMP13
Dentatorubral-Pallidoluysian Atrophy	1/66	0.3008909882822446	0.9098943485655077	0	0	2.8058361391694726	3.3698295314426887	TNF
Glycogen storage disease type II	1/66	0.3008909882822446	0.9096144671909874	0	0	2.8058361391694726	3.3698295314426887	PPARGC1A
GRN-related frontotemporal dementia	1/66	0.3008909882822446	0.9093347579452337	0	0	2.8058361391694726	3.3698295314426887	CSF2
Paroxysmal atrial fibrillation	1/66	0.3008909882822446	0.9090552206695051	0	0	2.8058361391694726	3.3698295314426887	EDN1
Leukodystrophy	2/204	0.30183447013535647	0.9116254371512855	0	0	1.8155410312273057	2.174793979684489	CSF2;TYMP
Osteogenesis Imperfecta	2/204	0.30183447013535647	0.9113453678925602	0	0	1.8155410312273057	2.174793979684489	MMP13;MMP9
Embryonal Carcinoma	2/205	0.30382726670169463	0.917080582661012	0	0	1.8066847335140017	2.152296189164957	IL6;LIF
Schistosomiasis	1/67	0.304678670379657	0.9193681217351148	0	0	2.7639579878385847	3.2849574280725387	TNF
Skin blisters	1/67	0.304678670379657	0.9190859338524461	0	0	2.7639579878385847	3.2849574280725387	KRT6B
Mastocytosis, Systemic	1/67	0.304678670379657	0.9188039191442986	0	0	2.7639579878385847	3.2849574280725387	STAT5A
Abnormal blistering of the skin	1/67	0.304678670379657	0.9185220774513095	0	0	2.7639579878385847	3.2849574280725387	KRT6B
Arteriopathic disease	1/67	0.304678670379657	0.9182404086143113	0	0	2.7639579878385847	3.2849574280725387	EDN1
Bipolar I disorder	1/67	0.304678670379657	0.9179589124743315	0	0	2.7639579878385847	3.2849574280725387	SOD2
neurofibroma	1/67	0.304678670379657	0.9176775888725924	0	0	2.7639579878385847	3.2849574280725387	MMP13
Oxyphilic Adenoma	1/67	0.304678670379657	0.9173964376505114	0	0	2.7639579878385847	3.2849574280725387	MIR221
Skin bullae	1/68	0.30844602025895007	0.9284555856370478	0	0	2.7233115468409586	3.203181987461906	KRT6B
Undifferentiated leukemia	1/68	0.30844602025895007	0.9281713065232582	0	0	2.7233115468409586	3.203181987461906	STAT5A
Adenomatous polyp of colon	1/68	0.30844602025895007	0.9278872014401472	0	0	2.7233115468409586	3.203181987461906	PDZK1IP1
Dystrophia unguium	1/68	0.30844602025895007	0.9276032702279563	0	0	2.7233115468409586	3.203181987461906	KRT6B
Human papilloma virus infection	1/68	0.30844602025895007	0.9273195127271218	0	0	2.7233115468409586	3.203181987461906	PSMB9
Adenoid Cystic Carcinoma	2/208	0.3097997377359018	0.9311045328649672	0	0	1.7806267806267806	2.0865904514941493	BCL2A1;MMP9
Constipation	2/208	0.3097997377359018	0.9308198784678822	0	0	1.7806267806267806	2.0865904514941493	BIRC3;TYMP
Simple Partial Status Epilepticus	1/69	0.3121931460707797	0.9377244008507404	0	0	2.6838432635534084	3.1243511132334896	TNF
Status Epilepticus, Subclinical	1/69	0.3121931460707797	0.9374378978257325	0	0	2.6838432635534084	3.1243511132334896	TNF
Complex Partial Status Epilepticus	1/69	0.3121931460707797	0.9371515698178444	0	0	2.6838432635534084	3.1243511132334896	TNF
Grand Mal Status Epilepticus	1/69	0.3121931460707797	0.936865416666755	0	0	2.6838432635534084	3.1243511132334896	TNF
Non-Convulsive Status Epilepticus	1/69	0.3121931460707797	0.936579438212339	0	0	2.6838432635534084	3.1243511132334896	TNF
Progressive supranuclear palsy	1/69	0.3121931460707797	0.9362936342946666	0	0	2.6838432635534084	3.1243511132334896	CSF2
Cooley's anemia	1/70	0.31592015530538237	0.9471822105983214	0	0	2.645502645502645	3.048322143933015	CSF3
Hereditary pancreatitis	1/70	0.31592015530538237	0.9468933474660866	0	0	2.645502645502645	3.048322143933015	S100A8
Knee joint valgus deformity	1/70	0.31592015530538237	0.9466046604699079	0	0	2.645502645502645	3.048322143933015	MMP13
Neurofibromatosis 2	1/70	0.31592015530538237	0.9463161494487344	0	0	2.645502645502645	3.048322143933015	LIF
Pulmonary arterial hypertension	1/70	0.31592015530538237	0.9460278142417117	0	0	2.645502645502645	3.048322143933015	SOD2
Leukemia, Myeloid, Chronic-Phase	1/71	0.31962715505569606	0.9568369417872009	0	0	2.608242044861763	2.974961144869998	CSF3
Neurofibromatoses	1/71	0.31962715505569606	0.956545578528435	0	0	2.608242044861763	2.974961144869998	MMP13
Pediatric Obesity	1/71	0.31962715505569606	0.956254392659781	0	0	2.608242044861763	2.974961144869998	MMP9
Nephroblastoma	3/370	0.32275259484998453	0.9653111692591747	0	0	1.5015015015015014	1.6980018160265082	CSF3;CSF2;BCL2A1
Varying degree of multiple fractures	1/72	0.3233142516743479	0.9666968255112538	0	0	2.5720164609053495	2.9041422668067356	CYP27B1
Cockayne Syndrome	1/72	0.3233142516743479	0.9664028179609158	0	0	2.5720164609053495	2.9041422668067356	ICAM1
Eating Disorders	1/72	0.3233142516743479	0.9661089891929131	0	0	2.5720164609053495	2.9041422668067356	CSF2
Frequent fractures	1/72	0.3233142516743479	0.9658153390442222	0	0	2.5720164609053495	2.9041422668067356	CYP27B1
Increased fracture rate	1/72	0.3233142516743479	0.965521867352018	0	0	2.5720164609053495	2.9041422668067356	CYP27B1
Rectal Neoplasms	1/72	0.3233142516743479	0.9652285739536729	0	0	2.5720164609053495	2.9041422668067356	TNF
ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1	1/73	0.32698155105541804	0.9758805599066651	0	0	2.536783358701167	2.8357471549143938	IL6
Fractures, Multiple	1/73	0.32698155105541804	0.9755842998702636	0	0	2.536783358701167	2.8357471549143938	CYP27B1
Withdrawal Symptoms	1/73	0.32698155105541804	0.9752882196578598	0	0	2.536783358701167	2.8357471549143938	MMP9
Attention Deficit Disorder	1/73	0.32698155105541804	0.9749923191057792	0	0	2.536783358701167	2.8357471549143938	CSF2
Dysplastic Nevus	1/73	0.32698155105541804	0.9746965980505454	0	0	2.536783358701167	2.8357471549143938	CXCL1
Inborn Errors of Metabolism	1/73	0.32698155105541804	0.9744010563288806	0	0	2.536783358701167	2.8357471549143938	TYMP
Calcification of coronary artery	3/375	0.330149465324329	0.9835431782987285	0	0	1.4814814814814814	1.6417922990163567	CYP4F3;PPARGC1A;MMP9
Hamartoma	1/74	0.3306291584936989	0.9846737483866886	0	0	2.5025025025025025	2.769664411346266	IFI27
Breast Fibrocystic Disease	1/75	0.3342571787783859	0.9951770836213197	0	0	2.4691358024691357	2.705789101131012	MMP9
Clouding of corneal stroma	1/75	0.3342571787783859	0.9948756974663769	0	0	2.4691358024691357	2.705789101131012	PDGFB
Comatose	1/75	0.3342571787783859	0.9945744938038076	0	0	2.4691358024691357	2.705789101131012	IL6
Endometrial Hyperplasia	1/75	0.3342571787783859	0.9942734724679105	0	0	2.4691358024691357	2.705789101131012	TNF
Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor	1/75	0.3342571787783859	0.993972633293185	0	0	2.4691358024691357	2.705789101131012	IL6
Respiration Disorders	1/76	0.3378657160890881	1.0	0	0	2.4366471734892783	2.644022300479593	TNF
Acute Undifferentiated Leukemia	1/76	0.3378657160890881	1.0	0	0	2.4366471734892783	2.644022300479593	STAT5A
Amphetamine-Related Disorders	1/76	0.3378657160890881	1.0	0	0	2.4366471734892783	2.644022300479593	PLAT
Amphetamine Abuse	1/76	0.3378657160890881	1.0	0	0	2.4366471734892783	2.644022300479593	PLAT
Familial dilated cardiomyopathy	1/76	0.3378657160890881	1.0	0	0	2.4366471734892783	2.644022300479593	RBM20
Petit mal status	1/76	0.3378657160890881	1.0	0	0	2.4366471734892783	2.644022300479593	TNF
Platyspondyly	1/76	0.3378657160890881	1.0	0	0	2.4366471734892783	2.644022300479593	MMP13
Amphetamine Addiction	1/77	0.34145487411279324	1.0	0	0	2.405002405002405	2.584270680444114	PLAT
Distal amyotrophy	1/77	0.34145487411279324	1.0	0	0	2.405002405002405	2.584270680444114	TYMP
Non-small cell lung cancer stage I	1/77	0.34145487411279324	1.0	0	0	2.405002405002405	2.584270680444114	MIR221
Parathyroid Adenoma	1/77	0.34145487411279324	1.0	0	0	2.405002405002405	2.584270680444114	CYP27B1
Blood basophil count (lab test)	2/224	0.34145737530367687	1.0	0	0	1.6534391534391533	1.776673981243584	TNIP1;IRAK2
Stereotyped Behavior	1/78	0.3450247558692239	1.0	0	0	2.3741690408357075	2.5264461262641222	BIRC3
Klinefelter Syndrome	1/78	0.3450247558692239	1.0	0	0	2.3741690408357075	2.5264461262641222	INHBA
Glioblastoma, IDH-Wildtype	1/79	0.3485754639703134	1.0	0	0	2.3441162681669008	2.4704653840909545	MMP9
Conduction disorder of the heart	1/79	0.3485754639703134	1.0	0	0	2.3441162681669008	2.4704653840909545	RBM20
Distal sensory impairment	1/79	0.3485754639703134	1.0	0	0	2.3441162681669008	2.4704653840909545	TYMP
Gliosis	1/79	0.3485754639703134	1.0	0	0	2.3441162681669008	2.4704653840909545	ITGB3
Neurogenic Muscular Atrophy	2/228	0.34930744322855406	1.0	0	0	1.6244314489928524	1.7085815763663355	TNF;PPARGC1A
Seminoma	2/229	0.3512652539623016	1.0	0	0	1.6173378618793464	1.692080918043755	MIR221;TNF
No development of motor milestones	2/229	0.3512652539623016	1.0	0	0	1.6173378618793464	1.692080918043755	CYP27B1;MMP13
Abnormality of the metaphysis	1/80	0.35210710049603605	1.0	0	0	2.314814814814815	2.416249738170696	MMP13
Corneal Opacity	1/80	0.35210710049603605	1.0	0	0	2.314814814814815	2.416249738170696	PDGFB
Dandy-Walker Syndrome	1/80	0.35210710049603605	1.0	0	0	2.314814814814815	2.416249738170696	NID1
Lordosis	1/80	0.35210710049603605	1.0	0	0	2.314814814814815	2.416249738170696	MMP13
Sensory neuropathy	1/81	0.3556197668636824	1.0	0	0	2.2862368541380884	2.3637247131495656	TNF
Multicystic Dysplastic Kidney	1/81	0.3556197668636824	1.0	0	0	2.2862368541380884	2.3637247131495656	MYLK
Motor delay	2/232	0.3571268087996538	1.0	0	0	1.5964240102171137	1.6437808964746985	CYP27B1;MMP13
Malignant neoplasm of tongue	1/82	0.35911356402866107	1.0	0	0	2.2583559168925023	2.3128197971439537	SOD2
